x,y,z
0,0,20
0,1,31
0,2,20
0,3,18
0,4,20
0,5,19
0,6,20
0,7,0
0,8,20
0,9,40
0,10,20
0,11,20
0,12,20
0,13,0
0,14,20
0,15,29
0,16,20
0,17,20
0,18,20
0,19,3
0,20,20
0,21,18
0,22,20
0,23,21
0,24,20
0,25,45
0,26,20
0,27,16
0,28,20
0,29,0
1,0,0
1,1,0
1,2,0
1,3,21
1,4,44
1,5,49
1,6,40
1,7,20
1,8,30
1,9,18
1,10,6
1,11,11
1,12,30
1,13,15
1,14,27
1,15,31
1,16,42
1,17,27
1,18,18
1,19,18
1,20,15
1,21,19
1,22,0
1,23,15
1,24,5
1,25,33
1,26,50
1,27,36
1,28,19
1,29,15
2,0,20
2,1,2
2,2,20
2,3,12
2,4,20
2,5,34
2,6,20
2,7,11
2,8,20
2,9,24
2,10,20
2,11,4
2,12,20
2,13,23
2,14,20
2,15,19
2,16,20
2,17,10
2,18,20
2,19,3
2,20,20
2,21,26
2,22,20
2,23,24
2,24,20
2,25,28
2,26,20
2,27,11
2,28,20
2,29,22
3,0,13
3,1,28
3,2,41
3,3,18
3,4,43
3,5,30
3,6,5
3,7,19
3,8,18
3,9,50
3,10,34
3,11,22
3,12,41
3,13,19
3,14,33
3,15,2
3,16,4
3,17,0
3,18,2
3,19,11
3,20,19
3,21,31
3,22,27
3,23,12
3,24,40
3,25,35
3,26,0
3,27,29
3,28,32
3,29,34
4,0,20
4,1,22
4,2,20
4,3,0
4,4,20
4,5,37
4,6,20
4,7,0
4,8,20
4,9,22
4,10,20
4,11,0
4,12,20
4,13,17
4,14,20
4,15,2
4,16,20
4,17,3
4,18,20
4,19,37
4,20,20
4,21,24
4,22,20
4,23,13
4,24,20
4,25,23
4,26,20
4,27,35
4,28,20
4,29,0
5,0,44
5,1,21
5,2,33
5,3,11
5,4,0
5,5,12
5,6,24
5,7,0
5,8,11
5,9,21
5,10,10
5,11,3
5,12,14
5,13,34
5,14,27
5,15,19
5,16,21
5,17,33
5,18,22
5,19,26
5,20,10
5,21,26
5,22,28
5,23,16
5,24,0
5,25,17
5,26,38
5,27,26
5,28,25
5,29,19
6,0,20
6,1,0
6,2,20
6,3,13
6,4,20
6,5,50
6,6,20
6,7,0
6,8,20
6,9,25
6,10,20
6,11,14
6,12,20
6,13,26
6,14,20
6,15,35
6,16,20
6,17,22
6,18,20
6,19,23
6,20,20
6,21,0
6,22,20
6,23,26
6,24,20
6,25,20
6,26,20
6,27,13
6,28,20
6,29,11
7,0,21
7,1,14
7,2,28
7,3,33
7,4,24
7,5,28
7,6,29
7,7,2
7,8,20
7,9,39
7,10,29
7,11,40
7,12,24
7,13,28
7,14,8
7,15,0
7,16,0
7,17,0
7,18,5
7,19,31
7,20,13
7,21,23
7,22,22
7,23,21
7,24,0
7,25,10
7,26,0
7,27,14
7,28,19
7,29,6
8,0,20
8,1,30
8,2,20
8,3,28
8,4,20
8,5,11
8,6,20
8,7,14
8,8,20
8,9,14
8,10,20
8,11,22
8,12,20
8,13,21
8,14,20
8,15,0
8,16,20
8,17,8
8,18,20
8,19,29
8,20,20
8,21,6
8,22,20
8,23,33
8,24,20
8,25,16
8,26,20
8,27,24
8,28,20
8,29,20
9,0,6
9,1,11
9,2,21
9,3,8
9,4,36
9,5,44
9,6,7
9,7,19
9,8,2
9,9,14
9,10,14
9,11,4
9,12,20
9,13,41
9,14,32
9,15,35
9,16,50
9,17,0
9,18,20
9,19,9
9,20,0
9,21,0
9,22,23
9,23,39
9,24,36
9,25,16
9,26,27
9,27,42
9,28,16
9,29,14
10,0,20
10,1,44
10,2,20
10,3,3
10,4,20
10,5,13
10,6,20
10,7,36
10,8,20
10,9,8
10,10,20
10,11,14
10,12,20
10,13,23
10,14,20
10,15,0
10,16,20
10,17,17
10,18,20
10,19,31
10,20,20
10,21,40
10,22,20
10,23,2
10,24,20
10,25,20
10,26,20
10,27,35
10,28,20
10,29,0
11,0,29
11,1,11
11,2,3
11,3,6
11,4,15
11,5,32
11,6,37
11,7,50
11,8,28
11,9,15
11,10,27
11,11,18
11,12,17
11,13,32
11,14,0
11,15,19
11,16,23
11,17,18
11,18,12
11,19,45
11,20,50
11,21,43
11,22,15
11,23,0
11,24,17
11,25,27
11,26,35
11,27,32
11,28,22
11,29,0
12,0,20
12,1,9
12,2,20
12,3,29
12,4,20
12,5,17
12,6,20
12,7,11
12,8,20
12,9,30
12,10,20
12,11,22
12,12,20
12,13,28
12,14,20
12,15,20
12,16,20
12,17,23
12,18,20
12,19,16
12,20,20
12,21,14
12,22,20
12,23,8
12,24,20
12,25,50
12,26,20
12,27,18
12,28,20
12,29,27
13,0,27
13,1,20
13,2,2
13,3,12
13,4,18
13,5,14
13,6,32
13,7,15
13,8,0
13,9,9
13,10,6
13,11,3
13,12,25
13,13,50
13,14,50
13,15,11
13,16,5
13,17,1
13,18,20
13,19,22
13,20,15
13,21,19
13,22,17
13,23,14
13,24,7
13,25,12
13,26,12
13,27,36
13,28,50
13,29,15
14,0,20
14,1,17
14,2,20
14,3,3
14,4,20
14,5,26
14,6,20
14,7,29
14,8,20
14,9,16
14,10,20
14,11,14
14,12,20
14,13,50
14,14,20
14,15,0
14,16,20
14,17,16
14,18,20
14,19,22
14,20,20
14,21,23
14,22,20
14,23,16
14,24,20
14,25,10
14,26,20
14,27,50
14,28,20
14,29,26
15,0,26
15,1,15
15,2,36
15,3,29
15,4,16
15,5,18
15,6,1
15,7,50
15,8,36
15,9,19
15,10,19
15,11,0
15,12,0
15,13,21
15,14,2
15,15,21
15,16,24
15,17,16
15,18,0
15,19,28
15,20,20
15,21,14
15,22,26
15,23,38
15,24,50
15,25,20
15,26,30
15,27,18
15,28,13
15,29,35
16,0,20
16,1,0
16,2,20
16,3,30
16,4,20
16,5,2
16,6,20
16,7,22
16,8,20
16,9,0
16,10,20
16,11,37
16,12,20
16,13,29
16,14,20
16,15,0
16,16,20
16,17,27
16,18,20
16,19,5
16,20,20
16,21,13
16,22,20
16,23,23
16,24,20
16,25,14
16,26,20
16,27,9
16,28,20
16,29,20
17,0,1
17,1,5
17,2,41
17,3,36
17,4,24
17,5,5
17,6,0
17,7,21
17,8,33
17,9,22
17,10,29
17,11,34
17,12,26
17,13,26
17,14,41
17,15,13
17,16,0
17,17,37
17,18,44
17,19,50
17,20,30
17,21,6
17,22,14
17,23,50
17,24,18
17,25,0
17,26,13
17,27,34
17,28,22
17,29,32
18,0,20
18,1,15
18,2,20
18,3,19
18,4,20
18,5,24
18,6,20
18,7,34
18,8,20
18,9,5
18,10,20
18,11,1
18,12,20
18,13,11
18,14,20
18,15,22
18,16,20
18,17,35
18,18,20
18,19,23
18,20,20
