x,y,z
0,0,20
0,1,23
0,2,20
0,3,5
0,4,20
0,5,12
0,6,20
0,7,14
0,8,20
0,9,8
0,10,20
0,11,25
0,12,20
0,13,27
0,14,20
0,15,26
0,16,20
0,17,11
0,18,20
0,19,4
0,20,20
0,21,43
0,22,20
0,23,11
0,24,20
0,25,48
0,26,20
0,27,0
0,28,20
0,29,27
1,0,27
1,1,45
1,2,35
1,3,17
1,4,31
1,5,6
1,6,6
1,7,0
1,8,6
1,9,15
1,10,25
1,11,20
1,12,16
1,13,24
1,14,46
1,15,48
1,16,10
1,17,0
1,18,17
1,19,14
1,20,41
1,21,18
1,22,11
1,23,16
1,24,2
1,25,8
1,26,6
1,27,3
1,28,9
1,29,18
2,0,20
2,1,18
2,2,20
2,3,0
2,4,20
2,5,37
2,6,20
2,7,14
2,8,20
2,9,20
2,10,20
2,11,9
2,12,20
2,13,30
2,14,20
2,15,27
2,16,20
2,17,0
2,18,20
2,19,20
2,20,20
2,21,13
2,22,20
2,23,30
2,24,20
2,25,46
2,26,20
2,27,16
2,28,20
2,29,34
3,0,12
3,1,14
3,2,1
3,3,0
3,4,37
3,5,47
3,6,25
3,7,16
3,8,19
3,9,28
3,10,7
3,11,2
3,12,17
3,13,15
3,14,5
3,15,20
3,16,36
3,17,19
3,18,5
3,19,18
3,20,28
3,21,13
3,22,21
3,23,50
3,24,33
3,25,36
3,26,50
3,27,19
3,28,4
3,29,31
4,0,20
4,1,12
4,2,20
4,3,7
4,4,20
4,5,21
4,6,20
4,7,10
4,8,20
4,9,30
4,10,20
4,11,31
4,12,20
4,13,37
4,14,20
4,15,0
4,16,20
4,17,6
4,18,20
4,19,50
4,20,20
4,21,0
4,22,20
4,23,35
4,24,20
4,25,13
4,26,20
4,27,29
4,28,20
4,29,7
5,0,50
5,1,29
5,2,0
5,3,9
5,4,10
5,5,0
5,6,3
5,7,0
5,8,36
5,9,28
5,10,26
5,11,24
5,12,41
5,13,22
5,14,2
5,15,22
5,16,7
5,17,8
5,18,37
5,19,16
5,20,10
5,21,11
5,22,20
5,23,30
5,24,12
5,25,18
5,26,34
5,27,25
5,28,7
5,29,2
6,0,20
6,1,14
6,2,20
6,3,31
6,4,20
6,5,22
6,6,20
6,7,19
6,8,20
6,9,28
6,10,20
6,11,0
6,12,20
6,13,15
6,14,20
6,15,0
6,16,20
6,17,11
6,18,20
6,19,12
6,20,20
6,21,25
6,22,20
6,23,29
6,24,20
6,25,27
6,26,20
6,27,21
6,28,20
6,29,4
7,0,0
7,1,23
7,2,27
7,3,29
7,4,21
7,5,16
7,6,1
7,7,0
7,8,0
7,9,5
7,10,10
7,11,29
7,12,32
7,13,9
7,14,15
7,15,23
7,16,29
7,17,19
7,18,23
7,19,9
7,20,27
7,21,18
7,22,11
7,23,14
7,24,22
7,25,10
7,26,22
7,27,43
7,28,26
7,29,22
8,0,20
8,1,29
8,2,20
8,3,9
8,4,20
8,5,6
8,6,20
8,7,26
8,8,20
8,9,22
8,10,20
8,11,16
8,12,20
8,13,18
8,14,20
8,15,0
8,16,20
8,17,49
8,18,20
