x,y,z
0,0,20
0,1,26
0,2,35
0,3,30
0,4,18
0,5,23
0,6,33
0,7,20
0,8,20
0,9,13
0,10,17
0,11,17
0,12,21
0,13,25
0,14,20
0,15,0
0,16,0
0,17,24
0,18,30
0,19,18
0,20,13
0,21,20
0,22,23
0,23,18
0,24,30
0,25,24
0,26,38
0,27,36
0,28,20
0,29,24
1,0,7
1,1,37
1,2,31
1,3,19
1,4,20
1,5,35
1,6,38
1,7,29
1,8,17
1,9,18
1,10,10
1,11,7
1,12,7
1,13,18
1,14,5
1,15,19
1,16,19
1,17,26
1,18,26
1,19,22
1,20,12
1,21,33
1,22,23
1,23,9
1,24,8
1,25,22
1,26,33
1,27,32
1,28,27
1,29,2
2,0,5
2,1,20
2,2,35
2,3,26
2,4,30
2,5,22
2,6,41
2,7,28
2,8,5
2,9,20
2,10,21
2,11,36
2,12,26
2,13,36
2,14,18
2,15,24
2,16,27
2,17,49
2,18,41
2,19,37
2,20,31
2,21,20
2,22,31
2,23,24
2,24,34
2,25,35
2,26,41
2,27,30
2,28,31
2,29,21
3,0,19
3,1,35
3,2,36
3,3,7
3,4,10
3,5,15
3,6,33
3,7,20
3,8,10
3,9,13
3,10,26
3,11,41
3,12,32
3,13,37
3,14,24
3,15,26
3,16,27
3,17,17
3,18,41
3,19,24
3,20,13
3,21,33
3,22,26
3,23,30
3,24,27
3,25,30
3,26,24
3,27,19
3,28,24
3,29,27
4,0,22
4,1,33
4,2,45
4,3,41
4,4,8
4,5,26
4,6,26
4,7,12
4,8,11
4,9,0
4,10,0
4,11,27
4,12,20
4,13,16
4,14,9
4,15,19
4,16,14
4,17,20
4,18,0
4,19,5
4,20,3
4,21,18
4,22,13
4,23,22
4,24,20
4,25,21
4,26,24
4,27,19
4,28,15
4,29,22
5,0,31
5,1,35
5,2,27
5,3,27
5,4,21
5,5,21
5,6,23
5,7,21
5,8,20
5,9,10
5,10,2
5,11,6
5,12,0
5,13,1
5,14,14
5,15,15
5,16,1
5,17,0
5,18,4
5,19,5
5,20,10
5,21,5
5,22,22
5,23,5
5,24,10
5,25,8
5,26,13
5,27,20
5,28,18
5,29,21
6,0,23
6,1,21
6,2,13
6,3,12
6,4,27
6,5,13
6,6,0
6,7,18
6,8,14
6,9,24
6,10,0
6,11,9
6,12,0
6,13,0
6,14,7
6,15,32
6,16,25
6,17,4
6,18,0
6,19,2
6,20,0
6,21,24
6,22,19
6,23,19
6,24,1
6,25,19
6,26,36
6,27,23
6,28,34
6,29,14
7,0,20
7,1,14
7,2,0
7,3,16
7,4,22
7,5,22
7,6,13
7,7,20
7,8,40
7,9,45
7,10,34
7,11,13
7,12,0
7,13,2
7,14,20
7,15,19
7,16,32
7,17,16
7,18,16
7,19,9
7,20,5
7,21,20
7,22,19
7,23,11
7,24,15
7,25,23
7,26,32
7,27,21
7,28,20
7,29,9
8,0,22
8,1,5
8,2,13
8,3,27
8,4,20
8,5,23
8,6,14
8,7,20
8,8,44
8,9,49
8,10,35
8,11,2
8,12,13
8,13,5
8,14,8
8,15,22
8,16,41
8,17,33
8,18,30
8,19,8
8,20,23
8,21,42
8,22,42
8,23,10
8,24,12
8,25,24
8,26,27
8,27,3
8,28,6
8,29,9
9,0,25
9,1,19
9,2,23
9,3,20
9,4,32
9,5,19
9,6,19
9,7,30
9,8,36
9,9,48
9,10,32
9,11,24
9,12,8
9,13,8
9,14,15
9,15,28
9,16,38
9,17,35
9,18,18
9,19,15
9,20,46
9,21,43
9,22,44
9,23,46
9,24,9
9,25,17
9,26,3
9,27,0
