x,y,z
0,0,20
0,1,6
0,2,15
0,3,7
0,4,13
0,5,21
0,6,27
0,7,20
0,8,13
0,9,13
0,10,9
0,11,11
0,12,26
0,13,17
0,14,20
0,15,0
0,16,0
0,17,21
0,18,27
0,19,23
0,20,33
0,21,20
0,22,13
0,23,32
0,24,42
0,25,20
0,26,3
0,27,0
0,28,20
0,29,30
1,0,6
1,1,5
1,2,15
1,3,27
1,4,30
1,5,15
1,6,8
1,7,22
1,8,12
1,9,28
1,10,0
1,11,22
1,12,21
1,13,40
1,14,15
1,15,14
1,16,0
1,17,0
1,18,0
1,19,34
1,20,41
1,21,48
1,22,38
1,23,43
1,24,19
1,25,0
1,26,10
1,27,0
1,28,22
1,29,8
2,0,8
2,1,4
2,2,15
2,3,11
2,4,17
2,5,21
2,6,28
2,7,25
2,8,38
2,9,16
2,10,25
2,11,24
2,12,29
2,13,27
2,14,26
2,15,30
2,16,6
2,17,0
2,18,1
2,19,15
2,20,19
2,21,32
2,22,31
2,23,18
2,24,19
2,25,25
2,26,32
2,27,24
2,28,7
2,29,0
3,0,6
3,1,16
3,2,11
3,3,0
3,4,21
3,5,24
3,6,24
3,7,31
3,8,41
3,9,41
3,10,21
3,11,27
3,12,9
3,13,29
3,14,32
3,15,45
3,16,28
3,17,21
3,18,15
3,19,9
3,20,38
3,21,32
3,22,0
3,23,0
3,24,2
3,25,14
3,26,37
3,27,17
3,28,29
3,29,0
4,0,15
4,1,49
4,2,24
4,3,33
4,4,29
4,5,15
4,6,23
4,7,0
4,8,23
4,9,20
4,10,12
4,11,17
4,12,0
4,13,11
4,14,13
4,15,34
4,16,25
4,17,27
4,18,10
4,19,23
4,20,34
4,21,21
4,22,0
4,23,0
4,24,5
4,25,44
4,26,50
4,27,32
4,28,35
4,29,7
5,0,42
5,1,43
5,2,27
5,3,8
5,4,22
5,5,19
5,6,7
5,7,4
5,8,20
5,9,23
5,10,20
5,11,11
5,12,0
5,13,0
5,14,0
5,15,0
5,16,21
5,17,11
5,18,20
5,19,34
5,20,25
5,21,10
5,22,0
5,23,11
5,24,28
5,25,31
5,26,33
5,27,45
5,28,23
5,29,33
6,0,39
6,1,39
6,2,10
6,3,13
6,4,30
6,5,29
6,6,4
6,7,9
6,8,31
6,9,41
6,10,22
6,11,38
6,12,0
6,13,14
6,14,2
6,15,19
6,16,16
6,17,16
6,18,19
6,19,26
6,20,22
6,21,6
6,22,0
6,23,4
6,24,45
6,25,44
6,26,15
6,27,8
6,28,15
6,29,26
7,0,20
7,1,24
7,2,3
7,3,15
7,4,23
7,5,22
7,6,17
7,7,20
7,8,30
7,9,30
7,10,24
7,11,20
7,12,12
7,13,10
7,14,20
7,15,33
7,16,33
7,17,23
7,18,16
7,19,30
7,20,36
7,21,20
7,22,3
7,23,12
7,24,18
7,25,23
7,26,18
7,27,8
7,28,20
7,29,22
8,0,14
8,1,5
8,2,1
8,3,14
8,4,22
8,5,4
8,6,7
8,7,10
8,8,20
8,9,35
8,10,22
8,11,12
8,12,2
8,13,33
8,14,21
8,15,41
8,16,40
8,17,45
8,18,28
8,19,30
8,20,23
8,21,25
8,22,15
8,23,27
8,24,21
8,25,12
8,26,10
8,27,20
8,28,34
8,29,32
9,0,4
9,1,0
9,2,5
9,3,5
9,4,0
9,5,4
9,6,5
9,7,9
9,8,25
9,9,15
9,10,0
9,11,1
9,12,5
9,13,23
9,14,20
9,15,13
9,16,26
9,17,39
9,18,23
9,19,28
9,20,10
9,21,21
9,22,6
9,23,21
9,24,18
9,25,19
9,26,11
9,27,24
9,28,32
9,29,46
10,0,0
10,1,14
10,2,16
10,3,15
10,4,14
10,5,0
10,6,18
10,7,8
10,8,14
10,9,37
10,10,26
10,11,27
10,12,0
10,13,25
10,14,15
10,15,15
10,16,21
10,17,24
10,18,0
10,19,32
10,20,15
10,21,37
10,22,32
10,23,42
10,24,14
10,25,23
10,26,19
10,27,0
10,28,31
10,29,9
11,0,22
11,1,33
11,2,23
11,3,32
11,4,9
11,5,11
11,6,13
11,7,35
11,8,27
11,9,24
11,10,17
11,11,13
11,12,31
11,13,40
11,14,32
11,15,28
11,16,10
11,17,26
11,18,34
11,19,34
11,20,34
11,21,38
11,22,34
11,23,13
11,24,4
11,25,3
11,26,16
11,27,7
11,28,16
11,29,8
12,0,32
12,1,24
12,2,41
12,3,30
12,4,22
12,5,19
12,6,37
12,7,14
12,8,14
12,9,20
12,10,8
12,11,6
12,12,20
12,13,26
12,14,12
12,15,37
12,16,20
12,17,30
12,18,32
12,19,33
12,20,34
12,21,32
12,22,34
12,23,34
12,24,37
12,25,22
12,26,8
12,27,3
12,28,11
12,29,9
13,0,27
13,1,25
13,2,41
13,3,15
13,4,25
13,5,6
13,6,11
13,7,20
13,8,19
13,9,0
13,10,8
13,11,0
13,12,12
13,13,6
13,14,28
13,15,15
13,16,24
13,17,26
13,18,45
13,19,34
13,20,34
13,21,35
13,22,33
13,23,33
13,24,30
13,25,24
13,26,22
13,27,12
13,28,0
13,29,7
14,0,20
14,1,18
14,2,29
14,3,14
14,4,11
14,5,0
14,6,7
14,7,20
14,8,17
14,9,8
14,10,13
14,11,19
14,12,28
14,13,17
14,14,20
14,15,26
14,16,24
14,17,16
14,18,33
14,19,34
14,20,32
14,21,35
14,22,36
14,23,37
14,24,28
14,25,29
14,26,31
14,27,25
14,28,20
14,29,30
15,0,17
15,1,14
15,2,21
15,3,36
15,4,18
15,5,14
15,6,27
15,7,31
15,8,29
15,9,21
15,10,28
15,11,36
15,12,40
15,13,31
15,14,48
15,15,26
15,16,21
15,17,0
15,18,14
15,19,29
15,20,36
15,21,36
15,22,15
15,23,0
15,24,5
15,25,11
15,26,44
15,27,44
15,28,37
15,29,18
16,0,13
16,1,10
16,2,34
16,3,23
16,4,20
16,5,22
16,6,34
16,7,29
16,8,27
16,9,19
16,10,10
16,11,23
16,12,29
16,13,38
16,14,50
16,15,36
16,16,8
16,17,1
16,18,0
16,19,14
16,20,12
16,21,36
16,22,0
16,23,2
16,24,0
16,25,0
16,26,0
16,27,41
16,28,38
16,29,43
17,0,13
17,1,28
17,2,33
17,3,26
17,4,29
17,5,25
17,6,17
17,7,16
17,8,24
17,9,6
17,10,10
17,11,15
17,12,42
17,13,40
17,14,41
17,15,39
17,16,4
17,17,0
17,18,15
17,19,24
17,20,19
17,21,8
17,22,11
17,23,14
17,24,19
17,25,6
17,26,0
17,27,28
17,28,12
17,29,21
18,0,19
18,1,25
18,2,29
18,3,0
18,4,15
18,5,0
18,6,14
18,7,26
18,8,24
18,9,10
18,10,7
18,11,26
18,12,41
18,13,41
18,14,41
18,15,43
18,16,43
18,17,30
18,18,30
18,19,25
18,20,39
18,21,16
18,22,19
18,23,25
18,24,35
18,25,24
18,26,18
18,27,17
18,28,13
18,29,20
19,0,34
19,1,34
19,2,25
19,3,19
19,4,24
19,5,3
19,6,0
19,7,16
19,8,16
19,9,8
19,10,7
19,11,9
19,12,39
19,13,44
19,14,41
19,15,39
19,16,40
19,17,42
19,18,21
19,19,38
19,20,36
19,21,21
19,22,23
19,23,31
19,24,23
19,25,13
19,26,14
19,27,0
19,28,7
19,29,15
20,0,23
20,1,31
20,2,32
20,3,29
20,4,25
20,5,34
20,6,16
20,7,21
20,8,15
20,9,17
20,10,23
20,11,23
20,12,45
20,13,42
20,14,41
20,15,39
20,16,44
20,17,42
20,18,21
20,19,19
20,20,27
20,21,17
20,22,9
20,23,0
20,24,4
20,25,4
20,26,38
20,27,20
20,28,18
