x,y,z
0,0,20
0,1,43
0,2,29
0,3,29
0,4,18
0,5,5
0,6,2
0,7,20
0,8,21
0,9,33
0,10,12
0,11,16
0,12,29
0,13,45
0,14,20
0,15,30
0,16,23
0,17,11
0,18,0
0,19,7
0,20,6
0,21,20
0,22,20
0,23,12
0,24,23
0,25,8
0,26,12
0,27,25
0,28,20
0,29,13
1,0,50
1,1,47
1,2,49
1,3,25
1,4,0
1,5,0
1,6,0
1,7,28
1,8,18
1,9,35
1,10,33
1,11,27
1,12,49
1,13,42
1,14,35
1,15,19
1,16,27
1,17,24
1,18,16
1,19,0
1,20,16
1,21,3
1,22,1
1,23,26
1,24,37
1,25,38
1,26,35
1,27,16
1,28,28
1,29,28
2,0,38
2,1,50
2,2,17
2,3,10
2,4,13
2,5,6
2,6,0
2,7,10
2,8,15
2,9,16
2,10,37
2,11,36
2,12,44
2,13,23
2,14,17
2,15,1
2,16,21
2,17,17
2,18,8
2,19,8
2,20,9
2,21,9
2,22,13
2,23,24
2,24,41
2,25,34
2,26,26
2,27,27
2,28,27
2,29,11
3,0,36
3,1,8
3,2,18
3,3,8
3,4,7
3,5,31
3,6,24
3,7,27
3,8,8
3,9,1
3,10,13
3,11,31
3,12,36
3,13,15
3,14,4
3,15,14
3,16,40
3,17,25
3,18,12
3,19,14
3,20,45
3,21,17
3,22,0
3,23,25
3,24,38
3,25,16
3,26,20
3,27,0
3,28,11
3,29,9
4,0,3
4,1,0
4,2,14
4,3,29
4,4,27
4,5,46
4,6,25
4,7,27
4,8,6
4,9,4
4,10,11
4,11,16
4,12,30
4,13,22
4,14,31
4,15,17
4,16,27
4,17,22
4,18,14
4,19,17
4,20,29
4,21,26
4,22,7
4,23,12
4,24,31
4,25,21
4,26,24
4,27,22
4,28,22
4,29,37
5,0,0
5,1,0
5,2,0
5,3,19
5,4,38
5,5,27
5,6,13
5,7,20
5,8,0
5,9,0
5,10,0
5,11,16
5,12,12
5,13,22
5,14,32
5,15,27
5,16,37
5,17,38
5,18,27
5,19,6
5,20,24
5,21,27
5,22,22
5,23,24
5,24,0
5,25,0
5,26,14
5,27,36
5,28,27
5,29,41
6,0,4
6,1,0
6,2,12
6,3,4
6,4,3
6,5,21
6,6,26
6,7,17
6,8,0
6,9,0
6,10,0
6,11,3
6,12,9
6,13,16
6,14,18
6,15,44
6,16,44
6,17,19
6,18,0
6,19,18
6,20,18
6,21,25
6,22,28
6,23,21
6,24,20
6,25,18
6,26,1
6,27,33
6,28,11
6,29,25
7,0,20
7,1,4
7,2,8
7,3,16
7,4,29
7,5,25
7,6,22
7,7,20
7,8,5
7,9,9
7,10,26
7,11,18
7,12,11
7,13,11
7,14,20
7,15,38
7,16,39
7,17,40
7,18,11
7,19,2
7,20,3
7,21,20
7,22,13
7,23,13
7,24,14
7,25,31
7,26,17
7,27,4
7,28,20
7,29,39
8,0,45
8,1,20
8,2,15
8,3,20
8,4,29
8,5,43
8,6,39
8,7,26
8,8,26
8,9,18
8,10,43
8,11,31
8,12,34
8,13,15
8,14,7
8,15,38
8,16,40
8,17,40
8,18,40
8,19,8
8,20,0
8,21,0
8,22,29
8,23,8
8,24,8
8,25,11
8,26,20
8,27,22
8,28,23
8,29,28
9,0,45
9,1,34
9,2,29
9,3,34
9,4,45
9,5,49
9,6,38
9,7,36
9,8,27
9,9,25
9,10,16
9,11,20
9,12,37
9,13,24
9,14,42
9,15,41
9,16,40
9,17,39
9,18,38
9,19,37
9,20,3
9,21,0
9,22,12
9,23,13
9,24,4
9,25,10
9,26,15
9,27,28
9,28,27
9,29,14
10,0,24
10,1,24
10,2,13
10,3,38
10,4,12
10,5,20
10,6,27
10,7,28
10,8,16
10,9,23
10,10,40
10,11,42
10,12,41
10,13,41
10,14,39
10,15,37
10,16,38
10,17,41
10,18,40
10,19,39
10,20,13
10,21,8
10,22,22
10,23,38
10,24,22
10,25,26
10,26,3
10,27,33
10,28,11
10,29,13
11,0,12
11,1,23
11,2,8
11,3,16
11,4,0
11,5,14
11,6,26
11,7,3
11,8,13
11,9,8
11,10,43
11,11,43
11,12,40
11,13,42
11,14,14
11,15,39
11,16,40
11,17,41
11,18,23
11,19,40
11,20,35
11,21,21
11,22,40
11,23,35
11,24,23
11,25,31
11,26,29
11,27,20
11,28,23
11,29,0
12,0,0
12,1,6
12,2,4
12,3,13
12,4,10
12,5,1
12,6,0
12,7,0
12,8,41
12,9,40
12,10,42
12,11,43
12,12,43
12,13,42
12,14,40
12,15,0
12,16,38
12,17,44
12,18,41
12,19,38
12,20,20
12,21,31
12,22,36
12,23,29
12,24,15
12,25,27
12,26,33
12,27,36
12,28,28
12,29,35
13,0,15
13,1,13
13,2,13
13,3,17
13,4,7
13,5,16
13,6,8
13,7,3
13,8,2
13,9,7
13,10,43
13,11,42
13,12,43
13,13,44
13,14,41
13,15,27
13,16,41
13,17,10
13,18,0
13,19,0
13,20,7
13,21,29
13,22,31
13,23,22
13,24,34
13,25,21
13,26,40
13,27,34
13,28,48
13,29,23
14,0,20
14,1,19
14,2,39
14,3,18
14,4,15
14,5,15
14,6,33
14,7,20
14,8,0
14,9,9
14,10,42
14,11,40
14,12,43
14,13,43
14,14,41
14,15,15
14,16,21
14,17,18
14,18,9
14,19,0
14,20,11
14,21,20
14,22,31
14,23,9
14,24,21
14,25,26
14,26,39
14,27,22
14,28,20
14,29,30
15,0,25
15,1,31
15,2,33
15,3,30
15,4,24
15,5,19
15,6,29
15,7,18
15,8,15
15,9,0
15,10,40
15,11,44
15,12,40
15,13,42
15,14,21
15,15,10
15,16,34
15,17,49
15,18,15
15,19,18
15,20,2
15,21,14
15,22,5
15,23,13
15,24,2
15,25,23
15,26,16
15,27,0
15,28,9
15,29,7
16,0,23
16,1,5
16,2,23
16,3,35
16,4,30
16,5,45
16,6,16
16,7,16
16,8,24
16,9,21
16,10,9
16,11,1
16,12,0
16,13,31
16,14,24
16,15,7
16,16,27
16,17,38
16,18,31
16,19,22
16,20,10
16,21,13
16,22,16
16,23,10
16,24,12
16,25,19
16,26,20
16,27,0
16,28,0
16,29,19
17,0,9
17,1,9
17,2,0
17,3,28
17,4,47
17,5,30
17,6,30
17,7,11
17,8,31
17,9,32
17,10,30
17,11,14
17,12,6
17,13,16
17,14,26
17,15,14
17,16,28
17,17,29
17,18,21
17,19,8
17,20,22
17,21,34
17,22,36
17,23,36
17,24,10
17,25,8
17,26,18
17,27,12
17,28,3
17,29,20
18,0,15
18,1,4
18,2,0
18,3,3
18,4,23
18,5,38
18,6,24
18,7,18
18,8,34
18,9,39
18,10,28
18,11,14
18,12,19
18,13,26
18,14,19
18,15,0
18,16,0
18,17,10
18,18,17
18,19,23
18,20,38
18,21,35
18,22,37
18,23,36
18,24,5
18,25,36
18,26,27
18,27,27
18,28,33
18,29,23
19,0,17
19,1,24
19,2,4
19,3,0
19,4,0
19,5,18
19,6,44
19,7,38
19,8,34
19,9,50
19,10,25
19,11,33
19,12,29
19,13,32
19,14,15
19,15,25
19,16,14
19,17,4
19,18,0
19,19,33
19,20,33
19,21,36
19,22,30
19,23,35
19,24,33
19,25,39
19,26,40
19,27,34
19,28,28
19,29,34
20,0,32
20,1,28
20,2,34
20,3,8
20,4,0
20,5,2
20,6,12
20,7,35
20,8,34
20,9,30
20,10,32
20,11,33
20,12,40
20,13,32
20,14,15
20,15,23
20,16,28
20,17,29
20,18,4
20,19,35
20,20,35
20,21,33
20,22,32
20,23,36
20,24,33
20,25,28
20,26,50
20,27,43
20,28,34
20,29,31
21,0,20
21,1,30
21,2,36
21,3,16
21,4,4
21,5,1
21,6,5
21,7,20
21,8,21
21,9,18
21,10,14
21,11,32
21,12,36
21,13,6
21,14,20
21,15,35
21,16,47
21,17,15
21,18,5
21,19,34
21,20,34
21,21,35
21,22,35
21,23,33
21,24,30
21,25,23
21,26,16
21,27,25
21,28,20
21,29,10
22,0,23
22,1,29
22,2,50
22,3,30
22,4,0
22,5,2
22,6,0
22,7,8
22,8,19
22,9,23
22,10,32
22,11,11
22,12,40
22,13,27
22,14,13
22,15,29
22,16,35
22,17,29
22,18,8
22,19,21
22,20,8
22,21,34
22,22,31
22,23,0
22,24,35
22,25,0
22,26,6
22,27,21
22,28,14
22,29,12
23,0,21
23,1,20
23,2,22
23,3,28
23,4,0
23,5,15
23,6,5
23,7,15
23,8,15
23,9,22
23,10,25
23,11,39
23,12,20
23,13,22
23,14,6
23,15,9
23,16,24
23,17,15
23,18,11
23,19,7
23,20,7
23,21,3
23,22,0
23,23,0
23,24,8
23,25,24
23,26,10
23,27,31
23,28,16
23,29,34
24,0,12
24,1,12
24,2,26
24,3,16
24,4,0
24,5,10
24,6,30
24,7,23
24,8,16
24,9,0
24,10,31
24,11,19
24,12,18
24,13,12
24,14,18
24,15,16
24,16,4
24,17,15
24,18,18
24,19,18
24,20,16
24,21,20
24,22,14
24,23,6
24,24,11
24,25,30
24,26,17
24,27,27
24,28,22
24,29,43
25,0,38
25,1,29
25,2,31
25,3,39
25,4,28
25,5,23
25,6,9
25,7,20
25,8,9
25,9,7
25,10,1
25,11,4
25,12,15
25,13,33
25,14,35
25,15,37
25,16,20
25,17,20
25,18,28
25,19,30
25,20,20
25,21,36
25,22,10
25,23,11
25,24,30
25,25,19
25,26,14
25,27,10
25,28,26
25,29,21
26,0,36
26,1,45
26,2,36
26,3,50
26,4,44
26,5,33
26,6,22
26,7,25
26,8,12
26,9,6
26,10,0
26,11,3
26,12,18
26,13,34
26,14,31
26,15,36
26,16,30
26,17,43
26,18,42
26,19,49
26,20,28
26,21,29
26,22,12
26,23,18
26,24,8
26,25,5
26,26,2
26,27,0
26,28,3
26,29,12
27,0,35
27,1,34
27,2,25
27,3,39
27,4,21
27,5,37
27,6,31
27,7,26
27,8,27
27,9,0
27,10,1
27,11,18
27,12,40
27,13,29
27,14,24
27,15,18
27,16,24
27,17,45
27,18,38
27,19,33
27,20,18
27,21,4
27,22,25
27,23,18
27,24,5
27,25,0
27,26,2
27,27,20
27,28,30
27,29,0
28,0,20
28,1,12
28,2,17
28,3,10
28,4,17
28,5,15
28,6,8
28,7,20
28,8,13
28,9,14
28,10,31
28,11,18
28,12,48
28,13,29
28,14,20
28,15,3
28,16,0
28,17,5
28,18,34
28,19,33
28,20,22
28,21,20
28,22,23
28,23,43
28,24,32
28,25,18
28,26,23
28,27,34
28,28,20
28,29,4
29,0,18
29,1,6
29,2,5
29,3,9
29,4,7
29,5,12
29,6,1
29,7,22
29,8,0
29,9,3
29,10,37
29,11,45
29,12,50
29,13,30
29,14,16
29,15,9
29,16,10
29,17,14
29,18,28
29,19,33
29,20,19
29,21,19
29,22,29
29,23,50
29,24,50
29,25,16
29,26,15
29,27,16
29,28,37
29,29,19
