x,y,z
0,0,20
0,1,32
0,2,15
0,3,14
0,4,17
0,5,36
0,6,43
0,7,20
0,8,17
0,9,31
0,10,27
0,11,22
0,12,2
0,13,17
0,14,20
0,15,22
0,16,20
0,17,17
0,18,15
0,19,29
0,20,22
0,21,20
0,22,13
0,23,6
0,24,6
0,25,36
0,26,23
0,27,20
0,28,20
0,29,36
1,0,21
1,1,33
1,2,5
1,3,0
1,4,9
1,5,26
1,6,34
1,7,20
1,8,17
1,9,22
1,10,25
1,11,18
1,12,20
1,13,12
1,14,1
1,15,21
1,16,0
1,17,0
1,18,15
1,19,8
1,20,2
1,21,6
1,22,0
1,23,11
1,24,7
1,25,24
1,26,11
1,27,33
1,28,8
1,29,13
2,0,30
2,1,24
2,2,6
2,3,0
2,4,17
2,5,27
2,6,36
2,7,15
2,8,1
2,9,4
2,10,26
2,11,43
2,12,20
2,13,0
2,14,3
2,15,0
2,16,1
2,17,0
2,18,0
2,19,0
2,20,0
2,21,15
2,22,5
2,23,14
2,24,25
2,25,37
2,26,27
2,27,0
2,28,9
2,29,0
3,0,31
3,1,20
3,2,0
3,3,7
3,4,22
3,5,31
3,6,34
3,7,25
3,8,10
3,9,17
3,10,21
3,11,46
3,12,23
3,13,18
3,14,11
3,15,18
3,16,24
3,17,5
3,18,32
3,19,35
3,20,35
3,21,30
3,22,0
3,23,13
3,24,16
3,25,13
3,26,29
3,27,12
3,28,7
3,29,17
4,0,26
4,1,9
4,2,3
4,3,20
4,4,21
4,5,36
4,6,41
4,7,11
4,8,16
4,9,3
4,10,11
4,11,31
4,12,20
4,13,37
4,14,35
4,15,26
4,16,31
4,17,26
4,18,34
4,19,35
4,20,33
4,21,37
4,22,4
4,23,1
4,24,17
4,25,12
4,26,25
4,27,29
4,28,25
4,29,33
5,0,1
5,1,0
5,2,12
5,3,24
5,4,15
5,5,33
5,6,43
5,7,32
5,8,25
5,9,10
5,10,18
5,11,34
5,12,31
5,13,29
5,14,45
5,15,46
5,16,40
5,17,33
5,18,38
5,19,34
5,20,32
5,21,36
5,22,33
5,23,32
5,24,0
5,25,0
5,26,18
5,27,39
5,28,34
5,29,29
6,0,12
6,1,11
6,2,3
6,3,18
6,4,10
6,5,28
6,6,39
6,7,33
6,8,33
6,9,22
6,10,38
6,11,20
6,12,19
6,13,24
6,14,28
6,15,37
6,16,17
6,17,34
6,18,35
6,19,36
6,20,35
6,21,35
6,22,33
6,23,2
6,24,14
6,25,11
6,26,45
6,27,39
6,28,17
6,29,9
7,0,20
7,1,12
7,2,20
7,3,34
7,4,16
7,5,7
7,6,15
7,7,20
7,8,21
7,9,24
7,10,29
7,11,21
7,12,22
7,13,21
7,14,20
7,15,19
7,16,10
7,17,33
7,18,35
7,19,36
7,20,36
7,21,35
7,22,35
7,23,15
7,24,11
7,25,38
7,26,42
7,27,34
7,28,20
7,29,21
8,0,15
8,1,15
8,2,25
8,3,25
8,4,13
8,5,11
8,6,27
8,7,18
8,8,10
8,9,0
8,10,20
8,11,15
8,12,0
8,13,15
8,14,21
8,15,8
8,16,0
8,17,0
8,18,15
8,19,35
8,20,32
8,21,37
8,22,29
8,23,18
8,24,19
8,25,25
8,26,50
8,27,22
8,28,5
8,29,10
9,0,15
9,1,0
9,2,18
9,3,26
9,4,29
9,5,18
9,6,7
9,7,25
9,8,28
9,9,31
9,10,18
9,11,25
9,12,23
9,13,30
9,14,27
9,15,4
9,16,0
9,17,5
9,18,16
9,19,23
9,20,34
9,21,11
9,22,11
9,23,17
9,24,33
9,25,41
9,26,30
9,27,17
9,28,4
9,29,0
10,0,35
10,1,19
10,2,20
10,3,40
10,4,0
10,5,12
10,6,24
10,7,31
10,8,26
10,9,14
10,10,22
10,11,12
10,12,27
10,13,23
10,14,20
10,15,26
10,16,4
10,17,7
10,18,15
10,19,36
10,20,34
10,21,31
10,22,9
10,23,0
10,24,20
10,25,48
10,26,44
10,27,34
10,28,9
10,29,26
11,0,33
11,1,0
11,2,36
11,3,19
11,4,9
11,5,0
11,6,14
11,7,18
11,8,18
11,9,7
11,10,4
11,11,10
11,12,11
11,13,3
11,14,21
11,15,0
11,16,9
11,17,24
11,18,32
11,19,49
11,20,39
11,21,22
11,22,0
11,23,0
11,24,17
11,25,15
11,26,35
11,27,38
11,28,8
11,29,39
12,0,14
12,1,8
12,2,14
12,3,32
12,4,33
12,5,15
12,6,0
12,7,0
12,8,8
12,9,0
12,10,0
12,11,12
12,12,17
12,13,3
12,14,6
12,15,5
12,16,8
12,17,29
12,18,17
12,19,26
12,20,17
12,21,6
12,22,0
12,23,8
12,24,15
12,25,33
12,26,16
12,27,26
12,28,17
12,29,29
13,0,5
13,1,0
13,2,19
13,3,25
13,4,13
13,5,36
13,6,0
13,7,5
13,8,9
13,9,7
13,10,10
13,11,4
13,12,6
13,13,24
13,14,19
13,15,14
13,16,19
13,17,17
13,18,10
13,19,15
13,20,29
13,21,3
13,22,0
13,23,13
13,24,24
13,25,21
13,26,19
13,27,16
13,28,17
13,29,19
14,0,20
14,1,2
14,2,0
14,3,12
14,4,16
14,5,32
14,6,18
14,7,20
14,8,18
14,9,20
14,10,22
14,11,4
14,12,8
14,13,7
14,14,8
14,15,25
14,16,27
14,17,26
14,18,6
14,19,22
14,20,38
14,21,20
14,22,0
14,23,10
14,24,20
14,25,30
14,26,15
14,27,16
14,28,20
14,29,23
15,0,40
15,1,13
15,2,0
15,3,5
15,4,9
15,5,30
15,6,44
15,7,26
15,8,31
15,9,22
15,10,9
15,11,7
15,12,4
15,13,8
15,14,8
15,15,12
15,16,36
15,17,45
15,18,33
15,19,21
15,20,26
15,21,50
15,22,35
15,23,0
15,24,0
15,25,5
15,26,29
15,27,43
15,28,38
15,29,21
16,0,32
16,1,29
16,2,9
16,3,12
16,4,2
16,5,41
16,6,41
16,7,30
16,8,27
16,9,34
16,10,6
16,11,8
16,12,9
16,13,9
16,14,11
16,15,9
16,16,39
16,17,48
16,18,33
16,19,46
16,20,38
16,21,40
16,22,20
16,23,10
16,24,0
16,25,3
16,26,23
16,27,31
16,28,32
16,29,34
17,0,31
17,1,25
17,2,29
17,3,13
17,4,16
17,5,47
17,6,42
17,7,15
17,8,0
17,9,17
17,10,11
17,11,4
17,12,6
17,13,6
17,14,8
17,15,5
17,16,22
17,17,23
17,18,20
17,19,27
17,20,13
17,21,23
17,22,16
17,23,7
17,24,8
17,25,18
17,26,32
17,27,28
17,28,12
17,29,7
18,0,17
18,1,30
18,2,20
18,3,21
18,4,32
18,5,43
18,6,34
18,7,23
18,8,4
18,9,15
18,10,7
18,11,7
18,12,8
18,13,6
18,14,7
18,15,9
18,16,6
18,17,13
18,18,23
18,19,0
18,20,4
18,21,20
18,22,7
18,23,24
18,24,8
18,25,50
18,26,36
18,27,27
18,28,22
18,29,0
19,0,18
19,1,17
19,2,22
19,3,25
19,4,34
19,5,32
19,6,10
19,7,22
19,8,20
19,9,7
19,10,15
19,11,9
19,12,9
19,13,9
19,14,9
19,15,6
19,16,0
19,17,14
19,18,3
19,19,17
19,20,8
19,21,7
19,22,25
19,23,24
19,24,20
19,25,46
19,26,30
19,27,42
19,28,22
19,29,2
20,0,18
20,1,23
20,2,11
20,3,22
20,4,39
20,5,23
20,6,2
20,7,8
20,8,24
20,9,4
20,10,8
20,11,12
20,12,0
20,13,2
20,14,13
20,15,0
20,16,11
20,17,6
20,18,28
20,19,36
20,20,14
20,21,22
20,22,24
20,23,34
20,24,29
20,25,15
20,26,33
20,27,14
20,28,25
20,29,0
21,0,20
21,1,12
21,2,21
21,3,12
21,4,13
21,5,20
21,6,18
21,7,20
21,8,18
21,9,29
21,10,9
21,11,23
21,12,15
21,13,20
21,14,20
21,15,2
21,16,7
21,17,17
21,18,34
21,19,18
21,20,23
21,21,20
21,22,29
21,23,42
21,24,25
21,25,10
21,26,25
21,27,17
21,28,20
21,29,13
22,0,32
22,1,5
22,2,6
22,3,3
22,4,9
22,5,34
22,6,31
22,7,29
22,8,32
22,9,45
22,10,46
22,11,21
22,12,36
22,13,27
22,14,26
22,15,46
22,16,8
22,17,15
22,18,20
22,19,23
22,20,3
22,21,12
22,22,17
22,23,34
22,24,40
22,25,14
22,26,19
22,27,24
22,28,27
22,29,7
23,0,24
23,1,21
23,2,23
23,3,24
23,4,2
23,5,10
23,6,49
23,7,27
23,8,11
23,9,17
23,10,47
23,11,45
23,12,36
23,13,38
23,14,36
23,15,50
23,16,35
23,17,26
23,18,33
23,19,11
23,20,0
23,21,5
23,22,16
23,23,35
23,24,17
23,25,23
23,26,16
23,27,11
23,28,32
23,29,17
24,0,27
24,1,31
24,2,42
24,3,24
24,4,17
24,5,18
24,6,19
24,7,24
24,8,16
24,9,24
24,10,31
24,11,34
24,12,28
24,13,20
24,14,26
24,15,32
24,16,20
24,17,29
24,18,17
24,19,3
24,20,0
24,21,11
24,22,32
24,23,37
24,24,24
24,25,13
24,26,0
24,27,20
24,28,17
24,29,35
25,0,22
25,1,41
25,2,37
25,3,15
25,4,20
25,5,12
25,6,17
25,7,13
25,8,29
25,9,9
25,10,3
25,11,12
25,12,11
25,13,21
25,14,8
25,15,22
25,16,21
25,17,6
25,18,16
25,19,15
25,20,11
25,21,27
25,22,24
25,23,40
25,24,31
25,25,16
25,26,4
25,27,0
25,28,16
25,29,24
26,0,10
26,1,31
26,2,43
26,3,29
26,4,8
26,5,18
26,6,27
26,7,38
26,8,28
26,9,15
26,10,5
26,11,11
26,12,17
26,13,23
26,14,19
26,15,0
26,16,4
26,17,0
26,18,16
26,19,12
26,20,21
26,21,29
26,22,25
26,23,31
26,24,35
26,25,25
26,26,17
26,27,0
26,28,0
26,29,3
