x,y,z
0,0,20.0
0,1,26.0
0,2,21.0
0,3,31.0
0,4,13.0
0,5,5.0
0,6,4.0
0,7,20.0
0,8,46.0
0,9,40.0
0,10,23.0
0,11,16.0
0,12,19.0
0,13,36.0
0,14,20.0
0,15,14.0
0,16,23.0
0,17,25.0
0,18,19.0
0,19,9.0
0,20,16.0
0,21,20.0
0,22,11.0
0,23,27.0
0,24,26.0
0,25,26.0
0,26,34.0
0,27,32.0
0,28,20.0
0,29,1.0
1,0,22.0
1,1,8.0
1,2,16.0
1,3,19.0
1,4,0.0
1,5,0.0
1,6,8.0
1,7,23.0
1,8,44.0
1,9,32.0
1,10,20.0
1,11,11.0
1,12,23.0
1,13,23.0
1,14,14.0
1,15,17.0
1,16,22.0
1,17,17.0
1,18,15.0
1,19,2.0
1,20,5.0
1,21,20.0
1,22,21.0
1,23,3.0
1,24,21.0
1,25,0.0
1,26,30.0
1,27,23.0
1,28,22.0
1,29,1.0
2,0,23.0
2,1,17.0
2,2,24.0
2,3,6.0
2,4,0.0
2,5,0.0
2,6,11.0
2,7,32.0
2,8,46.0
2,9,26.0
2,10,3.0
2,11,8.0
2,12,5.0
2,13,13.0
2,14,8.0
2,15,0.0
2,16,3.0
2,17,29.0
2,18,16.0
2,19,32.0
2,20,16.0
2,21,3.0
2,22,0.0
2,23,0.0
2,24,6.0
2,25,0.0
2,26,0.0
2,27,23.0
2,28,17.0
2,29,8.0
3,0,7.0
3,1,13.0
3,2,36.0
3,3,34.0
3,4,1.0
3,5,0.0
3,6,11.0
3,7,35.0
3,8,23.0
3,9,20.0
3,10,1.0
3,11,25.0
3,12,2.0
3,13,16.0
3,14,9.0
3,15,8.0
3,16,1.0
3,17,35.0
3,18,44.0
3,19,42.0
3,20,38.0
3,21,26.0
3,22,15.0
3,23,18.0
3,24,23.0
3,25,0.0
3,26,7.0
3,27,11.0
3,28,24.0
3,29,0.0
4,0,21.0
4,1,28.0
4,2,40.0
4,3,30.0
4,4,17.0
4,5,0.0
4,6,4.0
4,7,6.0
4,8,16.0
4,9,11.0
4,10,19.0
4,11,11.0
4,12,24.0
4,13,26.0
4,14,12.0
4,15,0.0
4,16,6.0
4,17,1.0
4,18,0.0
4,19,25.0
4,20,29.0
4,21,11.0
4,22,7.0
4,23,20.0
4,24,21.0
4,25,15.0
4,26,13.0
4,27,18.0
4,28,15.0
4,29,0.0
5,0,28.0
5,1,44.0
5,2,50.0
5,3,50.0
5,4,16.0
5,5,19.0
5,6,0.0
5,7,0.0
5,8,11.0
5,9,9.0
5,10,31.0
5,11,39.0
5,12,37.0
5,13,29.0
5,14,32.0
5,15,33.0
5,16,7.0
5,17,4.0
5,18,11.0
5,19,35.0
5,20,40.0
5,21,28.0
5,22,29.0
5,23,27.0
5,24,32.0
5,25,21.0
5,26,13.0
5,27,27.0
5,28,10.0
5,29,3.0
6,0,38.0
6,1,43.0
6,2,48.0
6,3,29.0
6,4,23.0
6,5,9.0
6,6,0.0
6,7,16.0
6,8,10.0
6,9,17.0
6,10,23.0
6,11,18.0
6,12,25.0
6,13,15.0
6,14,24.0
6,15,24.0
6,16,12.0
6,17,2.0
6,18,15.0
6,19,16.0
6,20,14.0
6,21,44.0
6,22,43.0
6,23,30.0
6,24,30.0
6,25,11.0
6,26,17.0
6,27,17.0
6,28,0.0
6,29,0.0
7,0,20.0
7,1,40.0
7,2,30.0
7,3,22.0
7,4,23.0
7,5,11.0
7,6,20.0
7,7,20.0
7,8,16.0
7,9,13.0
7,10,9.0
7,11,21.0
7,12,15.0
7,13,14.0
7,14,20.0
7,15,20.0
7,16,21.0
7,17,0.0
7,18,32.0
7,19,20.0
7,20,12.0
7,21,20.0
7,22,29.0
7,23,34.0
7,24,28.0
7,25,28.0
7,26,28.0
7,27,32.0
7,28,20.0
7,29,19.0
8,0,27.0
8,1,31.0
8,2,11.0
8,3,10.0
8,4,5.0
8,5,0.0
8,6,10.0
8,7,29.0
8,8,12.0
8,9,20.0
8,10,22.0
8,11,30.0
8,12,16.0
8,13,11.0
8,14,32.0
8,15,37.0
8,16,8.0
8,17,21.0
8,18,7.0
8,19,24.0
8,20,0.0
8,21,13.0
8,22,31.0
8,23,41.0
8,24,47.0
8,25,36.0
8,26,38.0
8,27,36.0
8,28,24.0
8,29,20.0
9,0,14.0
9,1,33.0
9,2,18.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,19.0
9,7,12.0
9,8,11.0
9,9,2.0
