x,y,z
0,0,20.0
0,1,33.0
0,2,41.0
0,3,29.0
0,4,3.0
0,5,14.0
0,6,8.0
0,7,20.0
0,8,20.0
0,9,17.0
0,10,20.0
0,11,13.0
0,12,16.0
0,13,23.0
0,14,20.0
0,15,27.0
0,16,12.0
0,17,17.0
0,18,21.0
0,19,42.0
0,20,37.0
0,21,20.0
0,22,7.0
0,23,5.0
0,24,21.0
0,25,33.0
0,26,27.0
0,27,23.0
0,28,20.0
0,29,20.0
1,0,26.0
1,1,30.0
1,2,27.0
1,3,14.0
1,4,0.0
1,5,14.0
1,6,10.0
1,7,40.0
1,8,38.0
1,9,7.0
1,10,16.0
1,11,0.0
1,12,3.0
1,13,0.0
1,14,15.0
1,15,7.0
1,16,30.0
1,17,12.0
1,18,28.0
1,19,38.0
1,20,50.0
1,21,28.0
1,22,18.0
1,23,12.0
1,24,29.0
1,25,17.0
1,26,27.0
1,27,15.0
1,28,0.0
1,29,1.0
2,0,17.0
2,1,16.0
2,2,17.0
2,3,0.0
2,4,0.0
2,5,8.0
2,6,21.0
2,7,35.0
2,8,36.0
2,9,20.0
2,10,18.0
2,11,20.0
2,12,0.0
2,13,0.0
2,14,18.0
2,15,9.0
2,16,0.0
2,17,11.0
2,18,13.0
2,19,50.0
2,20,50.0
2,21,34.0
2,22,11.0
2,23,6.0
2,24,8.0
2,25,46.0
2,26,29.0
2,27,30.0
2,28,9.0
2,29,3.0
3,0,17.0
3,1,41.0
3,2,24.0
3,3,12.0
3,4,12.0
3,5,15.0
3,6,32.0
3,7,31.0
3,8,30.0
3,9,31.0
3,10,27.0
3,11,15.0
3,12,7.0
3,13,28.0
3,14,2.0
3,15,8.0
3,16,0.0
3,17,10.0
3,18,36.0
3,19,48.0
3,20,26.0
3,21,28.0
3,22,6.0
3,23,0.0
3,24,21.0
3,25,26.0
3,26,41.0
3,27,23.0
3,28,24.0
3,29,18.0
4,0,25.0
4,1,34.0
4,2,40.0
4,3,8.0
4,4,31.0
4,5,19.0
4,6,4.0
4,7,26.0
4,8,29.0
4,9,40.0
4,10,25.0
4,11,19.0
4,12,22.0
4,13,38.0
4,14,22.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,27.0
4,19,25.0
4,20,13.0
4,21,20.0
4,22,0.0
4,23,0.0
4,24,6.0
4,25,31.0
4,26,38.0
4,27,27.0
4,28,8.0
4,29,2.0
5,0,14.0
5,1,38.0
5,2,24.0
5,3,30.0
5,4,27.0
5,5,0.0
5,6,10.0
5,7,0.0
5,8,10.0
5,9,24.0
5,10,34.0
5,11,36.0
5,12,39.0
5,13,23.0
5,14,30.0
5,15,11.0
5,16,25.0
5,17,27.0
5,18,27.0
5,19,36.0
5,20,8.0
