x,y,z
0,0,20.0
0,1,35.0
0,2,20.0
0,3,0.0
0,4,20.0
0,5,33.0
0,6,20.0
0,7,4.0
0,8,20.0
0,9,46.0
0,10,20.0
0,11,15.0
0,12,20.0
0,13,22.0
0,14,20.0
0,15,34.0
0,16,20.0
0,17,50.0
0,18,20.0
0,19,0.0
0,20,20.0
0,21,47.0
0,22,20.0
0,23,2.0
0,24,20.0
0,25,21.0
0,26,20.0
0,27,0.0
0,28,20.0
0,29,44.0
1,0,19.0
1,1,31.0
1,2,32.0
1,3,10.0
1,4,0.0
1,5,25.0
1,6,26.0
1,7,24.0
1,8,24.0
1,9,40.0
1,10,15.0
1,11,14.0
1,12,6.0
1,13,2.0
1,14,6.0
1,15,21.0
1,16,11.0
1,17,31.0
1,18,21.0
1,19,33.0
1,20,39.0
1,21,50.0
1,22,14.0
1,23,5.0
1,24,10.0
1,25,0.0
1,26,20.0
1,27,13.0
1,28,33.0
1,29,32.0
2,0,20.0
2,1,3.0
2,2,20.0
2,3,26.0
2,4,20.0
2,5,41.0
2,6,20.0
2,7,18.0
2,8,20.0
2,9,14.0
2,10,20.0
2,11,31.0
2,12,20.0
2,13,5.0
2,14,20.0
2,15,38.0
2,16,20.0
2,17,25.0
2,18,20.0
2,19,19.0
2,20,20.0
2,21,30.0
2,22,20.0
2,23,30.0
2,24,20.0
2,25,0.0
2,26,20.0
2,27,14.0
2,28,20.0
2,29,20.0
3,0,9.0
3,1,0.0
3,2,0.0
3,3,24.0
3,4,37.0
3,5,28.0
3,6,22.0
3,7,19.0
3,8,28.0
3,9,6.0
3,10,27.0
3,11,4.0
3,12,5.0
3,13,13.0
3,14,39.0
3,15,33.0
3,16,18.0
3,17,16.0
3,18,17.0
3,19,17.0
3,20,23.0
3,21,18.0
3,22,16.0
3,23,6.0
3,24,19.0
3,25,20.0
3,26,38.0
3,27,39.0
3,28,20.0
3,29,19.0
4,0,20.0
4,1,3.0
4,2,20.0
4,3,50.0
4,4,20.0
4,5,30.0
4,6,20.0
4,7,20.0
4,8,20.0
4,9,27.0
4,10,20.0
4,11,0.0
4,12,20.0
4,13,28.0
4,14,20.0
4,15,20.0
4,16,20.0
4,17,32.0
4,18,20.0
4,19,21.0
4,20,20.0
4,21,33.0
4,22,20.0
4,23,0.0
4,24,20.0
4,25,34.0
4,26,20.0
4,27,0.0
4,28,20.0
4,29,45.0
5,0,0.0
5,1,19.0
5,2,33.0
5,3,45.0
5,4,16.0
5,5,15.0
5,6,34.0
5,7,16.0
5,8,13.0
5,9,2.0
5,10,0.0
5,11,5.0
5,12,40.0
5,13,49.0
5,14,30.0
5,15,32.0
5,16,23.0
5,17,20.0
5,18,21.0
5,19,36.0
5,20,9.0
5,21,14.0
5,22,11.0
5,23,4.0
5,24,21.0
5,25,27.0
5,26,28.0
5,27,14.0
5,28,11.0
5,29,4.0
6,0,20.0
6,1,42.0
6,2,20.0
6,3,36.0
6,4,20.0
6,5,12.0
6,6,20.0
6,7,28.0
6,8,20.0
6,9,0.0
6,10,20.0
6,11,27.0
6,12,20.0
6,13,21.0
6,14,20.0
6,15,28.0
6,16,20.0
6,17,33.0
6,18,20.0
6,19,38.0
6,20,20.0
6,21,7.0
6,22,20.0
6,23,43.0
6,24,20.0
6,25,5.0
6,26,20.0
6,27,22.0
6,28,20.0
6,29,7.0
7,0,34.0
7,1,33.0
7,2,17.0
7,3,8.0
7,4,29.0
7,5,21.0
7,6,7.0
7,7,6.0
7,8,7.0
7,9,35.0
7,10,44.0
7,11,46.0
7,12,20.0
7,13,10.0
7,14,15.0
7,15,23.0
7,16,29.0
7,17,30.0
7,18,11.0
7,19,0.0
7,20,10.0
7,21,19.0
7,22,39.0
7,23,39.0
7,24,28.0
7,25,29.0
7,26,0.0
7,27,0.0
7,28,10.0
7,29,42.0
8,0,20.0
8,1,12.0
8,2,20.0
8,3,25.0
8,4,20.0
8,5,26.0
8,6,20.0
8,7,4.0
8,8,20.0
8,9,37.0
8,10,20.0
8,11,5.0
8,12,20.0
8,13,32.0
8,14,20.0
8,15,35.0
8,16,20.0
8,17,41.0
8,18,20.0
8,19,12.0
8,20,20.0
8,21,43.0
8,22,20.0
8,23,3.0
