x,y,z
0,0,20
0,1,17
0,2,22
0,3,14
0,4,20
0,5,24
0,6,33
0,7,20
0,8,15
0,9,15
0,10,12
0,11,19
0,12,19
0,13,14
0,14,20
0,15,19
0,16,0
0,17,0
0,18,25
0,19,20
0,20,22
0,21,20
0,22,29
0,23,39
0,24,25
0,25,14
0,26,5
0,27,12
0,28,20
0,29,21
1,0,0
1,1,12
1,2,10
1,3,23
1,4,13
1,5,26
1,6,37
1,7,23
1,8,29
1,9,15
1,10,11
1,11,13
1,12,13
1,13,12
1,14,25
1,15,31
1,16,10
1,17,14
1,18,22
1,19,29
1,20,11
1,21,5
1,22,27
1,23,29
1,24,23
1,25,15
1,26,0
1,27,6
1,28,9
1,29,22
2,0,6
2,1,9
2,2,15
2,3,8
2,4,38
2,5,29
2,6,21
2,7,26
2,8,41
2,9,37
2,10,9
2,11,10
2,12,9
2,13,14
2,14,10
2,15,31
2,16,17
2,17,0
2,18,9
2,19,20
2,20,21
2,21,19
2,22,4
2,23,1
2,24,6
2,25,0
2,26,5
2,27,0
2,28,16
2,29,11
3,0,7
3,1,17
3,2,18
3,3,37
3,4,27
3,5,16
3,6,18
3,7,20
3,8,33
3,9,11
3,10,9
3,11,13
3,12,14
3,13,11
3,14,14
3,15,14
3,16,18
3,17,22
3,18,5
3,19,16
3,20,42
3,21,18
3,22,1
3,23,0
3,24,0
3,25,30
3,26,25
3,27,0
3,28,31
3,29,33
4,0,39
4,1,24
4,2,15
4,3,8
4,4,12
4,5,24
4,6,10
4,7,21
4,8,25
4,9,12
4,10,10
4,11,11
4,12,13
4,13,13
4,14,11
4,15,35
4,16,30
4,17,23
4,18,37
4,19,29
4,20,38
4,21,16
4,22,9
4,23,4
4,24,12
4,25,30
4,26,29
4,27,13
4,28,23
4,29,18
5,0,19
5,1,7
5,2,5
5,3,0
5,4,6
5,5,1
5,6,10
5,7,13
5,8,13
5,9,9
5,10,10
5,11,12
5,12,13
5,13,11
5,14,14
5,15,39
5,16,24
5,17,35
5,18,35
5,19,38
5,20,37
5,21,16
5,22,26
5,23,18
5,24,24
5,25,4
5,26,12
5,27,24
5,28,20
5,29,31
6,0,7
6,1,0
6,2,7
6,3,3
6,4,18
6,5,0
6,6,0
6,7,12
6,8,30
6,9,12
6,10,0
6,11,0
6,12,14
6,13,11
6,14,37
6,15,37
6,16,14
6,17,24
6,18,20
6,19,44
6,20,17
6,21,1
6,22,35
6,23,37
6,24,16
6,25,23
6,26,17
6,27,25
6,28,28
6,29,2
7,0,20
7,1,0
7,2,12
7,3,19
7,4,14
7,5,6
7,6,9
7,7,20
7,8,30
7,9,38
7,10,34
7,11,16
7,12,8
7,13,13
7,14,20
7,15,23
7,16,11
7,17,10
7,18,19
7,19,24
7,20,20
7,21,20
7,22,47
7,23,39
7,24,29
7,25,8
7,26,18
7,27,32
7,28,20
7,29,9
8,0,21
8,1,10
8,2,29
8,3,22
8,4,24
8,5,23
8,6,15
8,7,9
8,8,34
8,9,45
8,10,28
8,11,20
8,12,0
8,13,0
8,14,10
8,15,27
8,16,14
8,17,18
8,18,22
8,19,20
8,20,18
8,21,23
8,22,32
8,23,37
8,24,30
8,25,6
8,26,30
8,27,44
8,28,22
8,29,15
9,0,10
9,1,26
9,2,5
9,3,13
9,4,29
9,5,14
9,6,4
9,7,15
9,8,14
9,9,28
9,10,28
9,11,30
9,12,8
9,13,28
9,14,22
9,15,34
9,16,41
9,17,17
9,18,19
9,19,16
9,20,32
9,21,19
9,22,32
9,23,26
9,24,36
9,25,26
9,26,33
9,27,35
9,28,19
9,29,24
10,0,11
10,1,27
10,2,15
10,3,13
10,4,21
10,5,10
10,6,24
10,7,23
10,8,14
10,9,16
10,10,0
10,11,14
10,12,34
10,13,28
10,14,29
10,15,41
10,16,28
10,17,27
10,18,32
10,19,16
10,20,12
10,21,11
10,22,9
10,23,17
10,24,21
10,25,35
10,26,21
10,27,23
10,28,29
10,29,14
11,0,30
11,1,16
11,2,24
11,3,32
11,4,44
11,5,14
11,6,45
11,7,33
11,8,31
11,9,9
11,10,4
11,11,31
11,12,13
11,13,10
11,14,22
11,15,30
11,16,49
11,17,10
11,18,18
11,19,23
11,20,36
11,21,13
11,22,11
11,23,2
11,24,6
11,25,19
11,26,15
11,27,7
11,28,14
11,29,3
12,0,31
12,1,36
12,2,34
12,3,50
12,4,44
12,5,39
12,6,40
12,7,41
12,8,28
12,9,38
12,10,34
12,11,34
12,12,16
12,13,15
12,14,0
12,15,10
12,16,33
12,17,37
12,18,12
12,19,21
12,20,11
12,21,32
12,22,9
12,23,0
12,24,7
12,25,0
12,26,0
12,27,10
12,28,0
12,29,5
13,0,29
13,1,24
13,2,19
13,3,35
13,4,28
13,5,32
13,6,35
13,7,26
13,8,28
13,9,34
13,10,50
13,11,31
13,12,13
13,13,11
13,14,0
13,15,36
13,16,27
13,17,31
13,18,3
13,19,4
13,20,14
13,21,41
13,22,39
13,23,5
13,24,12
13,25,0
13,26,27
13,27,12
13,28,9
13,29,3
14,0,20
14,1,20
14,2,8
14,3,15
14,4,31
14,5,17
14,6,19
14,7,20
14,8,25
14,9,22
14,10,20
14,11,9
14,12,4
14,13,13
14,14,20
14,15,36
14,16,44
14,17,30
14,18,14
14,19,0
14,20,15
14,21,20
14,22,36
14,23,21
14,24,12
14,25,22
14,26,38
14,27,34
14,28,20
14,29,11
15,0,12
15,1,0
15,2,9
15,3,12
15,4,2
15,5,28
15,6,10
15,7,8
15,8,13
15,9,22
15,10,17
15,11,8
15,12,21
15,13,10
15,14,28
15,15,46
15,16,39
15,17,35
15,18,11
15,19,18
15,20,3
15,21,15
15,22,24
15,23,46
15,24,46
15,25,28
15,26,29
15,27,49
15,28,25
15,29,28
16,0,5
16,1,10
16,2,0
16,3,8
16,4,20
16,5,7
16,6,19
16,7,21
16,8,32
16,9,24
16,10,6
16,11,0
16,12,13
16,13,21
16,14,26
16,15,28
16,16,34
16,17,43
16,18,40
16,19,29
16,20,11
16,21,20
16,22,40
16,23,46
16,24,31
16,25,46
16,26,37
16,27,25
16,28,29
16,29,42
17,0,15
17,1,22
17,2,11
17,3,0
17,4,29
17,5,28
17,6,18
17,7,20
17,8,40
17,9,50
17,10,31
17,11,13
17,12,30
17,13,40
17,14,23
17,15,0
17,16,24
17,17,30
17,18,19
17,19,36
17,20,23
17,21,15
17,22,18
17,23,18
17,24,20
17,25,32
17,26,11
17,27,16
17,28,32
17,29,24
18,0,32
18,1,25
18,2,1
18,3,34
18,4,33
18,5,7
18,6,15
18,7,12
18,8,21
18,9,30
18,10,25
18,11,11
18,12,11
18,13,20
18,14,15
18,15,0
18,16,0
18,17,12
18,18,20
18,19,0
18,20,6
18,21,23
18,22,18
18,23,28
18,24,10
18,25,20
18,26,9
18,27,0
18,28,13
18,29,23
19,0,41
19,1,39
19,2,18
19,3,25
19,4,37
19,5,7
19,6,1
19,7,6
19,8,27
19,9,38
19,10,30
19,11,14
19,12,8
19,13,44
19,14,19
19,15,8
19,16,0
19,17,23
19,18,6
19,19,8
19,20,21
19,21,19
19,22,39
19,23,39
19,24,40
19,25,18
19,26,0
19,27,0
19,28,3
19,29,26
20,0,44
20,1,35
20,2,8
20,3,19
20,4,15
20,5,32
20,6,17
20,7,7
20,8,28
20,9,47
20,10,27
20,11,7
20,12,7
20,13,30
20,14,10
20,15,10
20,16,16
20,17,17
20,18,25
20,19,20
20,20,42
20,21,39
20,22,37
20,23,38
20,24,40
20,25,42
20,26,11
20,27,0
20,28,0
20,29,20
21,0,20
21,1,30
21,2,28
21,3,3
21,4,24
21,5,20
21,6,9
21,7,20
21,8,32
21,9,48
21,10,22
21,11,9
21,12,15
21,13,27
21,14,20
21,15,4
21,16,2
21,17,26
21,18,24
21,19,25
21,20,41
21,21,42
21,22,40
21,23,42
21,24,38
21,25,44
21,26,16
21,27,10
21,28,20
21,29,33
22,0,12
22,1,23
22,2,6
22,3,17
22,4,17
22,5,14
22,6,7
22,7,12
22,8,44
22,9,46
22,10,27
22,11,0
22,12,10
22,13,23
22,14,13
22,15,8
22,16,9
22,17,4
