x,y,z
0,0,20
0,1,5
0,2,15
0,3,2
0,4,12
0,5,17
0,6,28
0,7,20
0,8,23
0,9,12
0,10,22
0,11,23
0,12,18
0,13,21
0,14,20
0,15,25
0,16,21
0,17,17
0,18,28
0,19,20
0,20,8
0,21,20
0,22,26
0,23,38
0,24,29
0,25,11
0,26,0
0,27,0
0,28,20
0,29,14
1,0,22
1,1,19
1,2,35
1,3,46
1,4,34
1,5,24
1,6,20
1,7,11
1,8,5
1,9,9
1,10,8
1,11,11
1,12,22
1,13,16
1,14,31
1,15,29
1,16,25
1,17,0
1,18,7
1,19,6
1,20,0
1,21,9
1,22,13
1,23,27
1,24,32
1,25,5
1,26,6
1,27,2
1,28,6
1,29,22
2,0,28
2,1,29
2,2,44
2,3,35
2,4,32
2,5,33
2,6,26
2,7,26
2,8,20
2,9,29
2,10,36
2,11,28
2,12,16
2,13,9
2,14,24
2,15,44
2,16,30
2,17,20
2,18,2
2,19,3
2,20,7
2,21,0
2,22,3
2,23,9
2,24,30
2,25,17
2,26,3
2,27,10
2,28,15
2,29,26
3,0,38
3,1,45
3,2,38
3,3,20
3,4,20
3,5,3
3,6,36
3,7,14
3,8,39
3,9,20
3,10,21
3,11,32
3,12,26
3,13,9
3,14,18
3,15,41
3,16,32
3,17,47
3,18,5
3,19,1
3,20,15
3,21,15
3,22,8
3,23,0
3,24,4
3,25,27
3,26,11
3,27,8
3,28,18
3,29,42
4,0,11
4,1,17
4,2,27
4,3,11
4,4,16
4,5,18
4,6,8
4,7,14
4,8,8
4,9,12
4,10,5
4,11,13
4,12,11
4,13,6
4,14,11
4,15,27
4,16,45
4,17,33
4,18,13
4,19,24
4,20,17
4,21,30
4,22,9
4,23,15
4,24,0
4,25,29
4,26,17
4,27,17
4,28,21
4,29,41
5,0,16
5,1,36
5,2,34
5,3,0
5,4,7
5,5,25
5,6,6
5,7,13
5,8,12
5,9,3
5,10,14
5,11,13
5,12,10
5,13,14
5,14,27
5,15,33
5,16,25
5,17,33
5,18,17
5,19,15
5,20,38
5,21,34
5,22,32
5,23,8
5,24,7
5,25,24
5,26,19
5,27,20
5,28,16
5,29,29
6,0,19
6,1,37
6,2,39
6,3,30
6,4,19
6,5,21
6,6,18
6,7,18
6,8,42
6,9,25
6,10,21
6,11,13
6,12,31
6,13,36
6,14,34
6,15,20
6,16,13
6,17,17
6,18,27
6,19,21
6,20,20
6,21,12
6,22,21
6,23,0
6,24,12
6,25,26
6,26,24
6,27,31
6,28,15
6,29,7
7,0,20
7,1,34
7,2,35
7,3,15
7,4,10
7,5,17
7,6,23
7,7,20
7,8,0
7,9,17
7,10,19
7,11,26
7,12,15
7,13,29
7,14,20
7,15,7
7,16,1
7,17,9
7,18,19
7,19,24
7,20,3
7,21,20
7,22,22
7,23,10
7,24,19
7,25,34
7,26,45
7,27,20
7,28,20
7,29,9
8,0,14
8,1,22
8,2,22
8,3,25
8,4,12
8,5,20
8,6,5
8,7,13
8,8,26
8,9,5
8,10,21
8,11,7
8,12,13
8,13,21
8,14,11
8,15,10
8,16,0
8,17,10
8,18,30
8,19,27
8,20,23
8,21,17
8,22,4
8,23,11
8,24,10
8,25,40
8,26,36
8,27,41
8,28,14
8,29,11
9,0,16
9,1,36
9,2,32
9,3,27
9,4,24
9,5,13
9,6,23
9,7,26
9,8,22
9,9,20
9,10,17
9,11,21
9,12,29
9,13,35
9,14,25
9,15,13
9,16,1
9,17,21
9,18,39
9,19,26
9,20,21
9,21,20
9,22,34
9,23,14
9,24,8
9,25,24
9,26,24
9,27,40
9,28,17
9,29,0
10,0,18
10,1,38
10,2,21
10,3,34
10,4,32
10,5,30
10,6,28
10,7,31
10,8,25
10,9,27
10,10,29
10,11,17
10,12,20
10,13,32
10,14,14
10,15,19
10,16,10
10,17,6
10,18,36
10,19,13
10,20,21
10,21,26
10,22,32
10,23,26
10,24,2
10,25,11
10,26,45
10,27,50
10,28,14
10,29,4
11,0,30
11,1,35
11,2,14
11,3,10
11,4,16
11,5,18
11,6,10
11,7,11
11,8,0
11,9,7
11,10,30
11,11,7
11,12,9
11,13,16
11,14,11
11,15,9
11,16,7
11,17,14
11,18,23
11,19,27
11,20,27
11,21,19
11,22,30
11,23,22
11,24,24
11,25,21
11,26,44
11,27,35
11,28,25
11,29,17
12,0,13
12,1,32
12,2,29
12,3,32
12,4,11
12,5,19
12,6,12
12,7,0
12,8,0
12,9,0
12,10,17
12,11,12
12,12,12
12,13,0
12,14,0
12,15,5
12,16,12
12,17,6
12,18,23
12,19,14
12,20,0
12,21,18
12,22,29
12,23,23
12,24,35
12,25,30
12,26,39
12,27,27
12,28,20
12,29,4
13,0,18
13,1,47
13,2,47
13,3,50
13,4,22
13,5,32
13,6,13
13,7,0
13,8,14
13,9,22
13,10,17
13,11,12
13,12,17
13,13,17
13,14,13
13,15,5
13,16,18
13,17,17
13,18,8
13,19,15
13,20,2
13,21,17
13,22,16
13,23,22
13,24,26
13,25,44
13,26,41
13,27,41
13,28,8
13,29,1
14,0,20
14,1,29
14,2,34
14,3,19
14,4,25
14,5,34
14,6,23
14,7,20
14,8,18
14,9,12
14,10,15
14,11,13
14,12,14
14,13,10
14,14,15
14,15,12
14,16,31
14,17,35
14,18,16
14,19,3
14,20,4
14,21,20
14,22,20
14,23,20
14,24,21
14,25,38
14,26,48
14,27,35
14,28,20
14,29,17
15,0,0
15,1,14
15,2,25
15,3,0
15,4,16
15,5,10
15,6,31
15,7,28
15,8,22
15,9,15
15,10,14
15,11,14
15,12,14
15,13,13
15,14,12
15,15,37
15,16,47
15,17,33
15,18,28
15,19,15
15,20,20
15,21,29
15,22,26
15,23,9
15,24,13
15,25,10
15,26,50
15,27,50
15,28,27
15,29,29
16,0,0
16,1,2
16,2,1
16,3,0
16,4,7
16,5,3
16,6,40
16,7,29
16,8,33
16,9,15
16,10,13
16,11,12
16,12,13
16,13,16
16,14,15
16,15,23
16,16,31
16,17,30
16,18,50
16,19,25
16,20,26
16,21,29
16,22,21
16,23,29
16,24,21
16,25,19
16,26,31
16,27,31
16,28,34
16,29,24
17,0,6
17,1,32
17,2,6
17,3,6
17,4,8
17,5,15
17,6,0
17,7,21
17,8,15
17,9,11
17,10,15
17,11,12
17,12,15
17,13,15
17,14,14
17,15,10
17,16,0
17,17,25
17,18,31
17,19,36
17,20,27
17,21,23
17,22,23
17,23,16
17,24,19
17,25,32
17,26,33
17,27,35
17,28,24
17,29,27
18,0,12
18,1,33
18,2,29
18,3,26
18,4,12
18,5,7
18,6,2
18,7,19
18,8,40
18,9,9
18,10,13
18,11,14
18,12,12
18,13,14
18,14,11
18,15,0
18,16,0
18,17,18
18,18,26
18,19,16
18,20,20
18,21,11
18,22,10
18,23,10
18,24,13
18,25,18
18,26,8
18,27,11
18,28,4
18,29,14
19,0,32
19,1,11
19,2,20
19,3,35
19,4,20
19,5,23
19,6,11
19,7,23
19,8,29
19,9,22
19,10,0
19,11,14
19,12,15
19,13,29
19,14,37
19,15,32
19,16,11
19,17,26
19,18,17
19,19,33
19,20,33
19,21,13
19,22,9
19,23,11
19,24,10
19,25,7
19,26,19
19,27,10
19,28,8
19,29,21
20,0,15
20,1,23
20,2,12
20,3,21
20,4,31
20,5,24
20,6,39
20,7,40
20,8,49
20,9,38
20,10,8
20,11,8
20,12,28
20,13,20
20,14,16
20,15,31
20,16,24
20,17,20
20,18,30
20,19,42
20,20,25
20,21,30
20,22,29
20,23,23
20,24,38
20,25,41
20,26,9
20,27,11
20,28,2
20,29,15
21,0,20
21,1,9
21,2,12
21,3,10
21,4,11
21,5,20
21,6,3
21,7,20
21,8,36
21,9,43
21,10,31
21,11,17
21,12,0
21,13,20
21,14,20
21,15,40
21,16,20
21,17,22
21,18,24
21,19,25
