x,y,z
0,0,20
0,1,21
0,2,20
0,3,16
0,4,20
0,5,20
0,6,20
0,7,12
0,8,20
0,9,19
0,10,20
0,11,22
0,12,20
0,13,18
0,14,20
0,15,18
0,16,20
0,17,14
0,18,20
0,19,31
0,20,20
0,21,23
0,22,20
0,23,23
0,24,20
0,25,19
0,26,20
0,27,14
0,28,20
0,29,16
1,0,6
1,1,9
1,2,27
1,3,21
1,4,17
1,5,2
1,6,5
1,7,13
1,8,10
1,9,22
1,10,19
1,11,13
1,12,13
1,13,4
1,14,16
1,15,7
1,16,6
1,17,11
1,18,11
1,19,9
1,20,9
1,21,3
1,22,0
1,23,22
1,24,20
1,25,0
1,26,0
1,27,22
1,28,21
1,29,25
2,0,20
2,1,16
2,2,20
2,3,26
2,4,20
2,5,14
2,6,20
2,7,15
2,8,20
2,9,34
2,10,20
2,11,21
2,12,20
2,13,4
2,14,20
2,15,9
2,16,20
2,17,41
2,18,20
2,19,14
2,20,20
2,21,2
2,22,20
2,23,26
2,24,20
2,25,13
2,26,20
2,27,34
2,28,20
2,29,33
3,0,21
3,1,16
3,2,24
3,3,21
3,4,19
3,5,26
3,6,6
3,7,16
3,8,12
3,9,28
3,10,33
3,11,39
3,12,17
3,13,0
3,14,0
3,15,27
3,16,31
3,17,46
3,18,13
3,19,13
3,20,29
3,21,43
3,22,48
3,23,37
3,24,5
3,25,0
3,26,18
3,27,39
3,28,2
3,29,20
4,0,20
4,1,10
4,2,20
4,3,31
4,4,20
4,5,28
4,6,20
4,7,11
4,8,20
4,9,20
4,10,20
4,11,22
4,12,20
4,13,15
4,14,20
4,15,48
4,16,20
4,17,14
4,18,20
4,19,9
4,20,20
4,21,13
4,22,20
4,23,30
4,24,20
4,25,0
4,26,20
4,27,49
4,28,20
4,29,9
5,0,10
5,1,0
5,2,7
5,3,7
5,4,26
5,5,20
5,6,22
5,7,22
5,8,12
5,9,21
5,10,22
5,11,24
5,12,5
5,13,17
5,14,27
5,15,38
5,16,31
5,17,31
5,18,43
5,19,27
5,20,12
5,21,27
5,22,7
5,23,25
5,24,41
5,25,36
5,26,34
5,27,50
