x,y,z
0,0,20.0
0,1,15.0
0,2,17.0
0,3,23.0
0,4,24.0
0,5,11.0
0,6,25.0
0,7,20.0
0,8,17.0
0,9,12.0
0,10,25.0
0,11,19.0
0,12,41.0
0,13,32.0
0,14,20.0
0,15,14.0
0,16,13.0
0,17,22.0
0,18,17.0
0,19,0.0
0,20,9.0
0,21,20.0
0,22,26.0
0,23,18.0
0,24,16.0
0,25,25.0
0,26,24.0
0,27,25.0
0,28,20.0
0,29,19.0
1,0,27.0
1,1,26.0
1,2,34.0
1,3,40.0
1,4,36.0
1,5,15.0
1,6,4.0
1,7,16.0
1,8,11.0
1,9,16.0
1,10,14.0
1,11,25.0
1,12,25.0
1,13,36.0
1,14,24.0
1,15,10.0
1,16,17.0
1,17,22.0
1,18,9.0
1,19,0.0
1,20,0.0
1,21,6.0
1,22,5.0
1,23,0.0
1,24,11.0
1,25,29.0
1,26,9.0
1,27,15.0
1,28,5.0
1,29,12.0
2,0,32.0
2,1,40.0
2,2,50.0
2,3,48.0
2,4,45.0
2,5,29.0
2,6,20.0
2,7,2.0
2,8,3.0
2,9,22.0
2,10,25.0
2,11,14.0
2,12,18.0
2,13,20.0
2,14,10.0
2,15,12.0
2,16,24.0
2,17,14.0
2,18,0.0
2,19,0.0
2,20,9.0
2,21,17.0
2,22,14.0
2,23,10.0
2,24,14.0
2,25,8.0
2,26,27.0
2,27,30.0
2,28,21.0
2,29,11.0
3,0,12.0
3,1,38.0
3,2,33.0
3,3,13.0
3,4,26.0
3,5,39.0
3,6,36.0
3,7,13.0
3,8,4.0
3,9,22.0
3,10,17.0
3,11,6.0
3,12,1.0
3,13,5.0
3,14,8.0
3,15,26.0
3,16,35.0
3,17,24.0
3,18,0.0
3,19,0.0
3,20,2.0
3,21,24.0
3,22,29.0
3,23,24.0
3,24,11.0
3,25,30.0
3,26,27.0
3,27,31.0
3,28,22.0
3,29,28.0
4,0,23.0
4,1,33.0
4,2,25.0
4,3,18.0
4,4,15.0
4,5,29.0
4,6,20.0
4,7,26.0
4,8,0.0
4,9,32.0
4,10,31.0
4,11,13.0
4,12,16.0
4,13,18.0
4,14,34.0
4,15,40.0
4,16,42.0
4,17,26.0
