x,y,z
0,0,20.0
0,1,3.0
0,2,0.0
0,3,14.0
0,4,26.0
0,5,31.0
0,6,35.0
0,7,20.0
0,8,21.0
0,9,17.0
0,10,16.0
0,11,28.0
0,12,30.0
0,13,21.0
0,14,20.0
0,15,18.0
0,16,32.0
0,17,29.0
0,18,11.0
0,19,9.0
0,20,3.0
0,21,20.0
0,22,31.0
0,23,32.0
0,24,27.0
0,25,0.0
0,26,20.0
0,27,25.0
0,28,20.0
0,29,12.0
1,0,18.0
1,1,0.0
1,2,0.0
1,3,25.0
1,4,21.0
1,5,20.0
1,6,16.0
1,7,23.0
1,8,16.0
1,9,17.0
1,10,28.0
1,11,15.0
1,12,35.0
1,13,28.0
1,14,18.0
1,15,16.0
1,16,39.0
1,17,19.0
1,18,14.0
1,19,6.0
1,20,17.0
1,21,0.0
1,22,0.0
1,23,27.0
1,24,20.0
1,25,19.0
1,26,12.0
1,27,27.0
1,28,18.0
1,29,10.0
2,0,2.0
2,1,10.0
2,2,0.0
2,3,22.0
2,4,22.0
2,5,35.0
2,6,35.0
2,7,23.0
2,8,12.0
2,9,10.0
2,10,27.0
2,11,36.0
2,12,8.0
2,13,15.0
2,14,8.0
2,15,18.0
2,16,34.0
2,17,42.0
2,18,24.0
2,19,8.0
2,20,5.0
2,21,0.0
2,22,19.0
2,23,23.0
2,24,25.0
2,25,21.0
2,26,13.0
2,27,34.0
2,28,25.0
2,29,13.0
3,0,5.0
3,1,12.0
3,2,0.0
3,3,5.0
3,4,34.0
3,5,33.0
3,6,40.0
3,7,11.0
3,8,4.0
3,9,9.0
3,10,15.0
3,11,9.0
3,12,7.0
3,13,0.0
3,14,26.0
3,15,28.0
3,16,17.0
3,17,25.0
3,18,18.0
3,19,9.0
3,20,1.0
3,21,20.0
3,22,26.0
3,23,37.0
3,24,23.0
3,25,22.0
3,26,4.0
3,27,1.0
3,28,28.0
3,29,27.0
4,0,34.0
4,1,14.0
4,2,27.0
4,3,21.0
4,4,33.0
4,5,45.0
4,6,14.0
4,7,6.0
4,8,17.0
4,9,10.0
4,10,12.0
4,11,24.0
4,12,9.0
4,13,28.0
4,14,15.0
4,15,30.0
4,16,12.0
4,17,26.0
4,18,19.0
4,19,15.0
4,20,41.0
4,21,29.0
4,22,32.0
4,23,31.0
4,24,19.0
4,25,19.0
4,26,15.0
4,27,26.0
4,28,26.0
