x,y,z
0,0,20
0,1,0
0,2,20
0,3,21
0,4,20
0,5,29
0,6,20
0,7,30
0,8,20
0,9,3
0,10,20
0,11,13
0,12,20
0,13,29
0,14,20
0,15,29
0,16,20
0,17,13
0,18,20
0,19,21
0,20,20
0,21,5
0,22,20
0,23,33
0,24,20
0,25,23
0,26,20
0,27,41
0,28,20
0,29,18
1,0,17
1,1,36
1,2,50
1,3,23
1,4,28
1,5,43
1,6,33
1,7,36
1,8,29
1,9,5
1,10,0
1,11,36
1,12,42
1,13,36
1,14,32
1,15,31
1,16,19
1,17,4
1,18,0
1,19,0
1,20,14
1,21,39
1,22,33
1,23,12
1,24,22
1,25,23
1,26,36
1,27,33
1,28,31
1,29,14
2,0,20
2,1,24
2,2,20
2,3,2
2,4,20
2,5,4
2,6,20
2,7,8
2,8,20
2,9,37
2,10,20
2,11,45
2,12,20
2,13,24
2,14,20
2,15,20
2,16,20
2,17,32
2,18,20
2,19,1
2,20,20
2,21,37
2,22,20
2,23,0
2,24,20
2,25,28
2,26,20
2,27,12
2,28,20
2,29,6
3,0,2
3,1,0
3,2,7
3,3,10
3,4,20
3,5,23
3,6,27
3,7,0
3,8,0
3,9,38
3,10,35
3,11,40
3,12,4
3,13,0
3,14,22
3,15,6
3,16,28
3,17,15
3,18,37
3,19,12
3,20,13
3,21,21
3,22,5
3,23,25
3,24,42
3,25,49
3,26,2
3,27,0
3,28,26
3,29,6
4,0,20
4,1,3
4,2,20
4,3,27
4,4,20
4,5,33
4,6,20
4,7,2
4,8,20
4,9,46
4,10,20
4,11,25
4,12,20
4,13,8
4,14,20
4,15,5
4,16,20
4,17,0
4,18,20
4,19,20
4,20,20
4,21,30
4,22,20
4,23,2
4,24,20
4,25,28
4,26,20
4,27,12
4,28,20
4,29,36
5,0,28
5,1,0
5,2,29
5,3,34
5,4,22
5,5,41
5,6,35
5,7,40
5,8,30
5,9,50
5,10,10
5,11,0
5,12,12
5,13,29
5,14,36
5,15,24
5,16,5
5,17,0
5,18,19
5,19,41
5,20,50
5,21,41
5,22,13
5,23,23
5,24,13
5,25,15
5,26,14
5,27,14
5,28,27
5,29,24
6,0,20
6,1,1
6,2,20
6,3,27
6,4,20
6,5,20
6,6,20
6,7,0
6,8,20
6,9,45
6,10,20
6,11,0
6,12,20
6,13,21
6,14,20
6,15,13
6,16,20
6,17,39
6,18,20
6,19,12
6,20,20
6,21,0
6,22,20
6,23,31
6,24,20
6,25,17
6,26,20
6,27,13
6,28,20
6,29,5
7,0,26
7,1,16
7,2,50
7,3,12
7,4,22
7,5,32
7,6,28
7,7,8
7,8,6
7,9,33
7,10,45
7,11,26
7,12,19
7,13,11
7,14,14
7,15,0
7,16,15
7,17,50
7,18,10
7,19,0
7,20,24
7,21,0
7,22,10
7,23,22
7,24,27
7,25,19
7,26,0
7,27,17
7,28,36
7,29,2
8,0,20
8,1,44
8,2,20
8,3,0
8,4,20
8,5,47
8,6,20
8,7,4
8,8,20
8,9,15
8,10,20
8,11,17
8,12,20
8,13,11
8,14,20
8,15,0
8,16,20
8,17,28
8,18,20
8,19,0
8,20,20
8,21,28
8,22,20
8,23,21
8,24,20
8,25,37
8,26,20
8,27,24
8,28,20
8,29,29
9,0,13
9,1,26
9,2,17
9,3,5
9,4,3
9,5,18
9,6,9
9,7,12
9,8,46
9,9,28
9,10,24
9,11,35
9,12,28
9,13,6
9,14,10
9,15,0
9,16,3
9,17,24
9,18,41
9,19,24
9,20,36
9,21,9
9,22,17
9,23,29
9,24,27
9,25,24
9,26,15
9,27,9
9,28,9
9,29,26
10,0,20
10,1,15
10,2,20
10,3,21
10,4,20
10,5,9
10,6,20
10,7,26
10,8,20
10,9,28
10,10,20
10,11,22
10,12,20
10,13,33
10,14,20
10,15,0
10,16,20
10,17,0
10,18,20
10,19,29
10,20,20
10,21,19
10,22,20
10,23,34
10,24,20
10,25,26
10,26,20
10,27,20
10,28,20
10,29,11
11,0,22
11,1,21
11,2,23
11,3,18
11,4,26
11,5,26
11,6,37
11,7,36
11,8,22
11,9,7
11,10,13
11,11,11
11,12,5
11,13,8
11,14,45
11,15,24
11,16,17
11,17,10
11,18,13
11,19,21
11,20,0
11,21,10
11,22,1
11,23,17
11,24,45
11,25,33
11,26,17
11,27,31
11,28,28
11,29,11
12,0,20
12,1,44
12,2,20
12,3,29
12,4,20
12,5,16
12,6,20
12,7,16
12,8,20
12,9,15
12,10,20
12,11,38
12,12,20
12,13,0
12,14,20
12,15,16
12,16,20
12,17,28
12,18,20
12,19,31
12,20,20
12,21,28
12,22,20
12,23,2
12,24,20
12,25,35
12,26,20
12,27,2
12,28,20
12,29,0
13,0,16
13,1,44
13,2,36
13,3,30
13,4,5
13,5,0
13,6,0
13,7,14
13,8,17
13,9,8
13,10,7
13,11,17
13,12,1
13,13,0
13,14,10
13,15,19
13,16,9
13,17,15
13,18,0
13,19,36
13,20,30
13,21,37
13,22,44
13,23,26
13,24,0
13,25,25
13,26,29
13,27,23
13,28,10
13,29,0
14,0,20
14,1,43
14,2,20
14,3,10
14,4,20
14,5,15
14,6,20
14,7,34
14,8,20
14,9,21
14,10,20
14,11,15
14,12,20
14,13,12
14,14,20
14,15,11
14,16,20
14,17,16
14,18,20
14,19,27
14,20,20
14,21,19
14,22,20
14,23,22
14,24,20
14,25,32
14,26,20
14,27,17
14,28,20
14,29,0
15,0,6
15,1,34
15,2,23
15,3,22
15,4,20
15,5,21
15,6,32
15,7,17
15,8,11
15,9,33
15,10,23
15,11,18
15,12,40
15,13,31
15,14,22
15,15,9
15,16,2
15,17,21
15,18,29
15,19,23
15,20,9
15,21,15
15,22,26
15,23,26
15,24,8
15,25,15
15,26,25
15,27,22
15,28,13
15,29,13
16,0,20
16,1,33
16,2,20
16,3,16
16,4,20
16,5,27
16,6,20
16,7,26
16,8,20
16,9,29
16,10,20
16,11,18
16,12,20
16,13,13
16,14,20
16,15,19
16,16,20
16,17,23
16,18,20
16,19,7
16,20,20
16,21,30
16,22,20
16,23,22
16,24,20
16,25,6
16,26,20
16,27,44
16,28,20
16,29,24
17,0,6
17,1,20
17,2,0
17,3,1
17,4,6
17,5,29
17,6,36
17,7,44
17,8,37
17,9,21
17,10,16
17,11,17
17,12,5
17,13,10
17,14,18
17,15,21
17,16,37
17,17,15
17,18,39
17,19,23
17,20,30
17,21,25
17,22,0
17,23,16
17,24,28
17,25,50
17,26,32
17,27,40
17,28,18
17,29,26
18,0,20
18,1,20
18,2,20
18,3,42
18,4,20
18,5,0
18,6,20
18,7,34
18,8,20
18,9,9
18,10,20
18,11,8
18,12,20
18,13,42
18,14,20
18,15,27
18,16,20
18,17,26
18,18,20
18,19,21
18,20,20
18,21,30
18,22,20
18,23,19
18,24,20
18,25,18
18,26,20
18,27,5
18,28,20
18,29,9
19,0,19
19,1,37
19,2,41
19,3,43
19,4,50
19,5,35
19,6,24
19,7,42
19,8,0
19,9,27
19,10,21
19,11,19
19,12,36
19,13,4
19,14,20
19,15,14
19,16,4
19,17,0
19,18,30
19,19,14
19,20,5
19,21,33
19,22,39
19,23,39
19,24,13
19,25,8
19,26,22
19,27,1
19,28,0
19,29,10
20,0,20
20,1,9
20,2,20
20,3,0
20,4,20
20,5,21
20,6,20
20,7,37
20,8,20
20,9,27
20,10,20
20,11,4
20,12,20
20,13,2
20,14,20
20,15,49
20,16,20
20,17,4
20,18,20
20,19,34
20,20,20
20,21,11
20,22,20
20,23,32
20,24,20
20,25,3
20,26,20
20,27,23
20,28,20
20,29,34
21,0,0
21,1,0
21,2,12
21,3,15
21,4,3
21,5,5
21,6,22
21,7,29
21,8,41
21,9,43
21,10,8
21,11,4
21,12,0
21,13,0
21,14,15
21,15,7
21,16,29
21,17,27
21,18,12
21,19,31
21,20,13
21,21,18
21,22,33
21,23,12
21,24,10
