x,y,z
0,0,20
0,1,3
0,2,0
0,3,14
0,4,26
0,5,31
0,6,35
0,7,20
0,8,21
0,9,17
0,10,16
0,11,28
0,12,30
0,13,21
0,14,20
0,15,18
0,16,32
0,17,29
0,18,11
0,19,9
0,20,3
0,21,20
0,22,31
0,23,32
0,24,27
0,25,0
0,26,20
0,27,25
0,28,20
0,29,12
1,0,18
1,1,0
1,2,0
1,3,25
1,4,21
1,5,20
1,6,16
1,7,23
1,8,16
1,9,17
1,10,28
1,11,15
1,12,35
1,13,28
1,14,18
1,15,16
1,16,39
1,17,19
1,18,14
1,19,6
1,20,17
1,21,0
1,22,0
1,23,27
1,24,20
1,25,19
1,26,12
1,27,27
1,28,18
1,29,10
2,0,2
2,1,10
2,2,0
2,3,22
2,4,22
2,5,35
2,6,35
2,7,23
2,8,12
2,9,10
2,10,27
2,11,36
2,12,8
2,13,15
2,14,8
2,15,18
2,16,34
2,17,42
2,18,24
2,19,8
2,20,5
2,21,0
2,22,19
2,23,23
2,24,25
2,25,21
2,26,13
2,27,34
2,28,25
2,29,13
3,0,5
3,1,12
3,2,0
3,3,5
3,4,34
3,5,33
3,6,40
3,7,11
3,8,4
3,9,9
3,10,15
3,11,9
3,12,7
3,13,0
3,14,26
3,15,28
3,16,17
3,17,25
3,18,18
3,19,9
3,20,1
3,21,20
3,22,26
3,23,37
3,24,23
3,25,22
3,26,4
3,27,1
3,28,28
3,29,27
4,0,34
4,1,14
4,2,27
4,3,21
4,4,33
4,5,45
4,6,14
4,7,6
4,8,17
4,9,10
4,10,12
4,11,24
4,12,9
4,13,28
4,14,15
4,15,30
4,16,12
4,17,26
4,18,19
4,19,15
4,20,41
4,21,29
4,22,32
4,23,31
4,24,19
4,25,19
4,26,15
4,27,26
4,28,26
4,29,2
5,0,33
5,1,25
5,2,23
5,3,31
5,4,31
5,5,39
5,6,3
5,7,0
5,8,0
5,9,14
5,10,25
5,11,33
5,12,17
5,13,0
5,14,13
5,15,21
5,16,25
5,17,20
5,18,23
5,19,29
5,20,39
5,21,38
5,22,34
5,23,23
5,24,30
5,25,26
5,26,25
5,27,10
5,28,20
5,29,29
6,0,30
6,1,21
6,2,30
6,3,33
6,4,31
6,5,24
6,6,1
6,7,9
6,8,0
6,9,10
6,10,14
6,11,35
6,12,24
6,13,0
6,14,11
6,15,17
6,16,30
6,17,31
6,18,13
6,19,31
6,20,48
6,21,33
6,22,19
6,23,7
6,24,16
6,25,29
6,26,22
6,27,36
6,28,24
6,29,16
7,0,20
7,1,3
7,2,16
7,3,13
7,4,12
7,5,25
7,6,15
7,7,20
7,8,9
7,9,9
7,10,15
7,11,34
7,12,15
7,13,2
7,14,20
7,15,45
7,16,25
7,17,13
7,18,18
7,19,29
7,20,40
7,21,20
7,22,1
7,23,0
7,24,6
7,25,45
7,26,42
7,27,40
7,28,20
7,29,11
8,0,19
8,1,4
8,2,0
8,3,22
8,4,1
8,5,25
8,6,22
8,7,31
8,8,33
8,9,10
8,10,21
8,11,36
8,12,36
8,13,36
8,14,30
8,15,36
8,16,16
8,17,13
8,18,2
8,19,33
8,20,17
8,21,0
8,22,0
8,23,1
8,24,9
8,25,13
8,26,36
8,27,36
8,28,25
8,29,4
9,0,25
9,1,13
9,2,20
9,3,29
9,4,9
9,5,2
9,6,14
9,7,27
9,8,26
9,9,11
9,10,0
9,11,8
9,12,33
9,13,22
9,14,39
9,15,43
9,16,32
9,17,26
9,18,2
9,19,0
9,20,13
9,21,14
9,22,0
9,23,0
9,24,16
9,25,22
9,26,50
9,27,38
9,28,19
9,29,4
10,0,28
10,1,20
10,2,22
10,3,28
10,4,23
10,5,2
10,6,2
10,7,11
10,8,29
10,9,11
10,10,14
10,11,28
10,12,15
10,13,18
10,14,32
10,15,30
10,16,34
10,17,28
10,18,20
10,19,23
10,20,41
10,21,14
10,22,0
10,23,0
10,24,4
10,25,30
10,26,50
10,27,50
10,28,29
10,29,24
