x,y,z
0,0,20
0,1,13
0,2,20
0,3,18
0,4,20
0,5,8
0,6,20
0,7,22
0,8,20
0,9,8
0,10,20
0,11,17
0,12,20
0,13,16
0,14,20
0,15,13
0,16,20
0,17,32
0,18,20
0,19,20
0,20,20
0,21,16
0,22,20
0,23,15
0,24,20
0,25,17
0,26,20
0,27,16
0,28,20
0,29,12
1,0,13
1,1,16
1,2,34
1,3,5
1,4,9
1,5,3
1,6,5
1,7,0
1,8,13
1,9,27
1,10,1
1,11,9
1,12,20
1,13,11
1,14,16
1,15,0
1,16,9
1,17,0
1,18,0
1,19,12
1,20,0
1,21,0
1,22,18
1,23,9
1,24,0
1,25,8
1,26,0
1,27,20
1,28,13
1,29,10
2,0,20
2,1,13
2,2,20
2,3,0
2,4,20
2,5,40
2,6,20
2,7,0
2,8,20
2,9,49
2,10,20
2,11,2
2,12,20
2,13,26
2,14,20
2,15,2
2,16,20
2,17,24
2,18,20
2,19,36
2,20,20
2,21,0
2,22,20
2,23,30
2,24,20
2,25,14
2,26,20
2,27,27
2,28,20
2,29,30
3,0,40
3,1,20
3,2,3
3,3,1
3,4,7
3,5,36
3,6,9
3,7,0
3,8,21
3,9,35
3,10,24
3,11,16
3,12,31
3,13,37
3,14,23
3,15,0
3,16,26
3,17,38
3,18,26
3,19,25
3,20,42
3,21,27
3,22,28
3,23,50
3,24,46
3,25,29
3,26,29
3,27,39
3,28,23
3,29,29
4,0,20
4,1,15
4,2,20
4,3,7
4,4,20
4,5,42
4,6,20
4,7,19
4,8,20
4,9,13
4,10,20
4,11,20
4,12,20
4,13,42
4,14,20
4,15,0
4,16,20
4,17,44
4,18,20
4,19,10
4,20,20
4,21,12
4,22,20
4,23,20
4,24,20
4,25,23
4,26,20
4,27,17
4,28,20
4,29,40
5,0,11
5,1,12
5,2,4
5,3,20
5,4,40
5,5,39
5,6,32
5,7,21
5,8,9
5,9,7
5,10,17
5,11,8
5,12,9
5,13,20
5,14,35
5,15,27
5,16,18
5,17,27
5,18,18
5,19,13
5,20,7
5,21,10
5,22,13
5,23,28
5,24,5
5,25,25
5,26,15
5,27,27
5,28,20
5,29,32
6,0,20
6,1,18
6,2,20
6,3,46
6,4,20
6,5,10
6,6,20
6,7,8
6,8,20
6,9,39
6,10,20
6,11,20
6,12,20
6,13,9
6,14,20
6,15,23
6,16,20
6,17,36
6,18,20
6,19,24
6,20,20
6,21,0
6,22,20
6,23,27
6,24,20
6,25,30
6,26,20
6,27,25
6,28,20
6,29,24
7,0,17
7,1,26
7,2,13
7,3,15
7,4,18
7,5,2
7,6,10
7,7,8
7,8,45
7,9,48
7,10,24
7,11,36
7,12,38
7,13,9
7,14,18
7,15,28
7,16,30
7,17,37
7,18,32
7,19,7
7,20,19
7,21,3
7,22,22
7,23,29
7,24,28
7,25,12
7,26,15
7,27,17
7,28,12
7,29,22
8,0,20
8,1,47
8,2,20
8,3,30
8,4,20
8,5,7
8,6,20
8,7,13
8,8,20
8,9,22
8,10,20
8,11,22
8,12,20
8,13,28
8,14,20
8,15,30
8,16,20
8,17,18
8,18,20
8,19,7
8,20,20
8,21,32
8,22,20
8,23,22
8,24,20
8,25,21
8,26,20
8,27,27
8,28,20
8,29,14
9,0,26
9,1,47
9,2,19
9,3,26
9,4,43
9,5,24
9,6,26
9,7,37
9,8,35
9,9,33
9,10,21
9,11,21
9,12,10
9,13,35
9,14,42
9,15,38
9,16,30
9,17,33
9,18,43
9,19,31
9,20,50
9,21,43
9,22,17
9,23,29
9,24,22
9,25,18
9,26,26
9,27,14
9,28,3
9,29,13
10,0,20
10,1,20
10,2,20
10,3,10
10,4,20
10,5,6
10,6,20
10,7,8
10,8,20
10,9,22
10,10,20
10,11,9
10,12,20
10,13,13
10,14,20
10,15,23
10,16,20
10,17,30
10,18,20
10,19,5
10,20,20
10,21,21
10,22,20
10,23,31
10,24,20
10,25,17
10,26,20
10,27,26
10,28,20
10,29,18
11,0,5
11,1,25
11,2,8
11,3,17
11,4,12
11,5,0
11,6,0
11,7,6
11,8,6
11,9,21
11,10,3
11,11,0
11,12,13
11,13,9
11,14,10
11,15,8
11,16,6
11,17,16
11,18,9
11,19,20
11,20,21
11,21,18
11,22,0
11,23,0
11,24,0
11,25,10
11,26,20
11,27,45
11,28,30
11,29,0
12,0,20
12,1,27
12,2,20
12,3,22
12,4,20
12,5,29
12,6,20
12,7,0
12,8,20
12,9,41
12,10,20
12,11,20
12,12,20
12,13,0
12,14,20
12,15,25
12,16,20
12,17,7
12,18,20
12,19,29
12,20,20
12,21,36
12,22,20
12,23,12
12,24,20
12,25,15
12,26,20
12,27,46
12,28,20
12,29,11
13,0,9
13,1,2
13,2,46
13,3,38
13,4,17
13,5,48
13,6,35
13,7,2
13,8,9
13,9,22
13,10,18
13,11,7
13,12,6
13,13,17
13,14,28
13,15,42
13,16,21
13,17,6
13,18,9
13,19,27
13,20,26
13,21,50
13,22,40
13,23,14
13,24,23
13,25,11
13,26,5
13,27,9
13,28,22
13,29,17
14,0,20
14,1,0
14,2,20
14,3,33
14,4,20
14,5,18
14,6,20
14,7,14
14,8,20
14,9,26
14,10,20
14,11,6
14,12,20
14,13,27
14,14,20
14,15,41
14,16,20
14,17,10
14,18,20
14,19,11
14,20,20
14,21,48
14,22,20
14,23,0
14,24,20
14,25,20
14,26,20
14,27,35
14,28,20
14,29,49
15,0,32
15,1,8
15,2,9
15,3,16
15,4,37
15,5,30
15,6,14
15,7,5
15,8,16
15,9,27
15,10,9
15,11,5
15,12,22
15,13,12
15,14,14
15,15,42
15,16,7
15,17,17
15,18,41
15,19,18
15,20,5
15,21,20
15,22,12
15,23,33
15,24,36
15,25,13
15,26,0
15,27,27
15,28,12
15,29,38
16,0,20
16,1,11
16,2,20
16,3,36
16,4,20
16,5,22
16,6,20
16,7,24
16,8,20
16,9,9
16,10,20
