x,y,z
0,0,20
0,1,31
0,2,34
0,3,23
0,4,6
0,5,0
0,6,12
0,7,20
0,8,28
0,9,30
0,10,19
0,11,13
0,12,22
0,13,13
0,14,20
0,15,22
0,16,2
0,17,25
0,18,23
0,19,26
0,20,20
0,21,20
0,22,7
0,23,0
0,24,30
0,25,43
0,26,19
0,27,17
0,28,20
0,29,40
1,0,45
1,1,43
1,2,45
1,3,37
1,4,19
1,5,2
1,6,0
1,7,25
1,8,16
1,9,33
1,10,8
1,11,35
1,12,11
1,13,14
1,14,0
1,15,15
1,16,0
1,17,13
1,18,38
1,19,43
1,20,29
1,21,33
1,22,26
1,23,17
1,24,17
1,25,14
1,26,36
1,27,0
1,28,4
1,29,40
2,0,40
2,1,45
2,2,13
2,3,27
2,4,22
2,5,16
2,6,6
2,7,5
2,8,14
2,9,18
2,10,24
2,11,31
2,12,23
2,13,5
2,14,0
2,15,0
2,16,13
2,17,0
2,18,20
2,19,14
2,20,23
2,21,39
2,22,45
2,23,34
2,24,32
2,25,22
2,26,26
2,27,0
2,28,0
2,29,0
3,0,31
3,1,0
3,2,0
3,3,17
3,4,3
3,5,32
3,6,12
3,7,28
3,8,26
3,9,22
3,10,20
3,11,23
3,12,24
3,13,34
3,14,7
3,15,15
3,16,7
3,17,1
3,18,22
3,19,21
3,20,20
3,21,16
3,22,39
3,23,31
3,24,24
3,25,33
3,26,4
3,27,17
3,28,7
3,29,10
4,0,1
4,1,0
4,2,8
4,3,16
4,4,28
4,5,29
4,6,0
4,7,22
4,8,26
4,9,25
4,10,29
4,11,22
4,12,48
4,13,36
4,14,29
4,15,30
4,16,18
4,17,29
4,18,32
4,19,10
4,20,9
4,21,10
4,22,36
4,23,50
4,24,27
4,25,12
4,26,2
4,27,23
4,28,30
4,29,36
5,0,0
5,1,0
5,2,0
5,3,18
5,4,30
5,5,23
5,6,0
5,7,23
5,8,22
5,9,32
5,10,23
5,11,22
5,12,34
5,13,27
5,14,31
5,15,8
5,16,19
5,17,7
5,18,18
5,19,24
5,20,16
5,21,10
5,22,29
5,23,24
5,24,10
5,25,2
5,26,0
5,27,17
5,28,24
5,29,6
6,0,0
6,1,9
6,2,5
6,3,8
6,4,18
6,5,8
6,6,2
6,7,22
6,8,42
6,9,43
6,10,14
6,11,21
6,12,29
6,13,30
6,14,4
6,15,13
6,16,0
6,17,11
6,18,4
6,19,33
6,20,30
6,21,28
6,22,31
6,23,26
6,24,9
6,25,8
6,26,0
6,27,23
6,28,10
6,29,24
7,0,20
7,1,11
7,2,17
7,3,14
7,4,15
7,5,14
7,6,12
7,7,20
7,8,20
7,9,31
7,10,22
7,11,19
7,12,11
7,13,18
7,14,20
7,15,16
7,16,3
7,17,12
7,18,13
7,19,48
7,20,33
7,21,20
7,22,2
7,23,20
7,24,27
7,25,14
7,26,4
7,27,25
7,28,20
7,29,27
8,0,45
8,1,41
8,2,43
8,3,35
8,4,32
8,5,5
8,6,7
8,7,22
8,8,19
8,9,13
8,10,0
8,11,10
8,12,7
8,13,11
8,14,30
8,15,20
8,16,8
8,17,27
8,18,43
8,19,35
8,20,30
8,21,29
8,22,3
8,23,17
8,24,32
8,25,29
8,26,10
8,27,32
8,28,50
8,29,30
9,0,38
9,1,31
9,2,38
9,3,22
9,4,36
9,5,26
9,6,22
9,7,31
9,8,42
9,9,32
9,10,9
9,11,5
9,12,0
9,13,32
9,14,13
9,15,5
9,16,10
9,17,5
9,18,34
9,19,25
9,20,16
9,21,5
9,22,3
9,23,26
9,24,22
9,25,25
9,26,15
9,27,30
9,28,40
9,29,17
10,0,33
10,1,20
10,2,19
10,3,20
10,4,21
10,5,9
10,6,24
10,7,19
10,8,48
10,9,39
10,10,27
10,11,14
10,12,0
10,13,7
10,14,16
10,15,0
10,16,3
10,17,12
10,18,36
10,19,16
10,20,29
10,21,18
10,22,15
10,23,33
10,24,12
10,25,10
10,26,20
10,27,21
10,28,16
10,29,19
11,0,27
11,1,10
11,2,35
11,3,14
11,4,25
11,5,0
11,6,17
11,7,7
11,8,35
11,9,34
11,10,35
11,11,6
11,12,3
11,13,26
11,14,26
11,15,13
11,16,14
11,17,28
11,18,21
11,19,41
11,20,33
11,21,26
11,22,23
11,23,40
11,24,26
11,25,23
11,26,11
11,27,21
11,28,10
11,29,10
12,0,4
12,1,10
12,2,25
12,3,6
12,4,11
12,5,0
12,6,2
12,7,0
12,8,14
12,9,23
12,10,14
12,11,23
12,12,29
12,13,38
12,14,44
12,15,24
12,16,35
12,17,19
12,18,50
12,19,47
12,20,29
12,21,37
12,22,33
12,23,29
12,24,31
12,25,37
12,26,5
12,27,6
12,28,0
12,29,10
13,0,11
13,1,29
13,2,3
13,3,0
13,4,3
13,5,0
13,6,0
13,7,9
13,8,24
13,9,22
13,10,24
13,11,38
13,12,46
13,13,33
13,14,22
13,15,21
13,16,19
13,17,23
13,18,46
13,19,19
13,20,10
13,21,24
13,22,31
13,23,24
13,24,13
13,25,36
13,26,31
13,27,5
13,28,0
13,29,12
14,0,20
14,1,25
14,2,30
14,3,17
14,4,21
14,5,6
14,6,24
14,7,20
14,8,42
14,9,17
14,10,22
14,11,25
14,12,27
14,13,22
14,14,20
14,15,9
14,16,1
14,17,9
14,18,21
14,19,27
14,20,10
14,21,20
14,22,36
14,23,27
14,24,2
14,25,39
14,26,27
14,27,11
14,28,20
14,29,21
15,0,23
15,1,18
15,2,32
15,3,41
15,4,40
15,5,26
15,6,6
15,7,13
15,8,27
15,9,21
15,10,3
15,11,9
15,12,19
15,13,24
15,14,6
15,15,0
15,16,8
15,17,16
15,18,13
15,19,6
15,20,15
15,21,22
15,22,40
15,23,0
15,24,38
15,25,39
15,26,40
15,27,21
15,28,33
15,29,19
16,0,34
16,1,41
16,2,42
16,3,25
16,4,49
16,5,21
16,6,0
16,7,10
16,8,9
16,9,1
16,10,0
16,11,13
16,12,11
16,13,10
16,14,7
16,15,30
16,16,20
16,17,26
16,18,40
16,19,11
16,20,6
16,21,2
16,22,41
16,23,40
16,24,41
16,25,42
16,26,42
16,27,42
16,28,32
16,29,11
17,0,27
17,1,27
17,2,35
17,3,28
17,4,26
17,5,26
17,6,17
17,7,27
17,8,25
17,9,16
17,10,1
17,11,3
17,12,9
17,13,0
17,14,20
17,15,28
17,16,34
17,17,28
17,18,39
17,19,9
17,20,9
17,21,14
17,22,42
17,23,40
17,24,43
17,25,39
17,26,41
17,27,42
17,28,22
17,29,22
18,0,20
18,1,35
18,2,8
18,3,24
18,4,1
18,5,23
18,6,3
18,7,25
18,8,30
18,9,47
18,10,33
18,11,30
18,12,17
18,13,18
18,14,18
18,15,33
18,16,10
18,17,33
18,18,12
18,19,7
18,20,22
