x,y,z
0,0,20.0
0,1,14.0
0,2,13.0
0,3,17.0
0,4,18.0
0,5,34.0
0,6,25.0
0,7,20.0
0,8,11.0
0,9,11.0
0,10,24.0
0,11,9.0
0,12,1.0
0,13,0.0
0,14,20.0
0,15,39.0
0,16,27.0
0,17,22.0
0,18,9.0
0,19,12.0
0,20,10.0
0,21,20.0
0,22,30.0
0,23,33.0
0,24,17.0
0,25,26.0
0,26,28.0
0,27,16.0
0,28,20.0
0,29,25.0
1,0,11.0
1,1,13.0
1,2,0.0
1,3,0.0
1,4,18.0
1,5,20.0
1,6,36.0
1,7,17.0
1,8,17.0
1,9,20.0
1,10,28.0
1,11,18.0
1,12,13.0
1,13,1.0
1,14,22.0
1,15,30.0
1,16,15.0
1,17,28.0
1,18,28.0
1,19,6.0
1,20,13.0
1,21,10.0
1,22,41.0
1,23,31.0
1,24,18.0
1,25,22.0
1,26,26.0
1,27,21.0
1,28,34.0
1,29,35.0
2,0,4.0
2,1,11.0
2,2,9.0
2,3,2.0
2,4,6.0
2,5,23.0
2,6,33.0
2,7,21.0
2,8,21.0
2,9,9.0
2,10,29.0
2,11,23.0
2,12,22.0
2,13,11.0
2,14,8.0
2,15,22.0
2,16,24.0
2,17,18.0
2,18,6.0
2,19,30.0
2,20,15.0
2,21,24.0
2,22,29.0
2,23,22.0
2,24,38.0
2,25,22.0
2,26,6.0
2,27,27.0
2,28,30.0
2,29,37.0
3,0,22.0
3,1,24.0
3,2,26.0
3,3,22.0
3,4,8.0
3,5,22.0
3,6,37.0
3,7,17.0
3,8,0.0
3,9,0.0
3,10,17.0
3,11,23.0
3,12,18.0
3,13,30.0
3,14,19.0
3,15,23.0
3,16,17.0
3,17,13.0
3,18,28.0
3,19,25.0
3,20,42.0
3,21,15.0
3,22,16.0
3,23,25.0
3,24,28.0
3,25,10.0
3,26,0.0
3,27,12.0
3,28,17.0
3,29,50.0
4,0,10.0
4,1,13.0
4,2,28.0
4,3,21.0
4,4,0.0
4,5,21.0
4,6,25.0
4,7,12.0
4,8,11.0
4,9,4.0
4,10,9.0
4,11,29.0
4,12,27.0
4,13,27.0
4,14,30.0
4,15,33.0
4,16,16.0
4,17,23.0
4,18,32.0
4,19,10.0
4,20,28.0
4,21,16.0
4,22,16.0
4,23,26.0
4,24,31.0
4,25,14.0
4,26,0.0
4,27,16.0
4,28,22.0
4,29,50.0
5,0,28.0
5,1,10.0
5,2,14.0
5,3,21.0
5,4,17.0
5,5,20.0
5,6,13.0
5,7,16.0
5,8,0.0
5,9,0.0
5,10,4.0
5,11,21.0
5,12,19.0
5,13,36.0
5,14,32.0
5,15,46.0
5,16,30.0
5,17,24.0
5,18,23.0
5,19,6.0
5,20,8.0
5,21,15.0
5,22,4.0
5,23,13.0
5,24,18.0
5,25,21.0
5,26,10.0
5,27,11.0
5,28,28.0
5,29,47.0
6,0,15.0
6,1,7.0
6,2,16.0
6,3,14.0
6,4,22.0
6,5,21.0
6,6,13.0
6,7,12.0
6,8,24.0
6,9,18.0
6,10,4.0
6,11,20.0
6,12,5.0
6,13,10.0
6,14,28.0
6,15,42.0
6,16,49.0
6,17,32.0
6,18,15.0
6,19,0.0
6,20,15.0
6,21,17.0
6,22,0.0
6,23,8.0
6,24,18.0
6,25,18.0
6,26,27.0
6,27,25.0
6,28,36.0
6,29,24.0
7,0,20.0
7,1,18.0
7,2,20.0
7,3,2.0
7,4,37.0
7,5,28.0
7,6,24.0
7,7,20.0
7,8,18.0
7,9,22.0
7,10,19.0
7,11,16.0
7,12,16.0
7,13,24.0
7,14,20.0
7,15,37.0
7,16,40.0
7,17,22.0
7,18,31.0
7,19,6.0
7,20,2.0
7,21,20.0
7,22,20.0
7,23,11.0
7,24,13.0
7,25,32.0
7,26,40.0
7,27,28.0
7,28,20.0
7,29,28.0
8,0,16.0
8,1,13.0
8,2,22.0
8,3,19.0
8,4,14.0
8,5,23.0
8,6,21.0
8,7,27.0
8,8,24.0
8,9,43.0
8,10,41.0
8,11,29.0
8,12,10.0
8,13,0.0
8,14,11.0
8,15,27.0
8,16,21.0
8,17,4.0
8,18,0.0
8,19,13.0
8,20,26.0
8,21,44.0
8,22,28.0
8,23,14.0
8,24,15.0
8,25,10.0
8,26,10.0
8,27,7.0
8,28,15.0
8,29,8.0
9,0,22.0
9,1,25.0
9,2,22.0
9,3,29.0
9,4,41.0
9,5,28.0
9,6,25.0
