x,y,z
0,0,20.0
0,1,32.0
0,2,15.0
0,3,14.0
0,4,17.0
0,5,36.0
0,6,43.0
0,7,20.0
0,8,17.0
0,9,31.0
0,10,27.0
0,11,22.0
0,12,2.0
0,13,17.0
0,14,20.0
0,15,22.0
0,16,20.0
0,17,17.0
0,18,15.0
0,19,29.0
0,20,22.0
0,21,20.0
0,22,13.0
0,23,6.0
0,24,6.0
0,25,36.0
0,26,23.0
0,27,20.0
0,28,20.0
0,29,36.0
1,0,21.0
1,1,33.0
1,2,5.0
1,3,0.0
1,4,9.0
1,5,26.0
1,6,34.0
1,7,20.0
1,8,17.0
1,9,22.0
1,10,25.0
1,11,18.0
1,12,20.0
1,13,12.0
1,14,1.0
1,15,21.0
1,16,0.0
1,17,0.0
1,18,15.0
1,19,8.0
1,20,2.0
1,21,6.0
1,22,0.0
1,23,11.0
1,24,7.0
1,25,24.0
1,26,11.0
1,27,33.0
1,28,8.0
1,29,13.0
2,0,30.0
2,1,24.0
2,2,6.0
2,3,0.0
2,4,17.0
2,5,27.0
2,6,36.0
2,7,15.0
2,8,1.0
2,9,4.0
2,10,26.0
2,11,43.0
2,12,20.0
2,13,0.0
2,14,3.0
2,15,0.0
2,16,1.0
2,17,0.0
2,18,0.0
2,19,0.0
2,20,0.0
2,21,15.0
2,22,5.0
2,23,14.0
2,24,25.0
2,25,37.0
2,26,27.0
2,27,0.0
2,28,9.0
2,29,0.0
3,0,31.0
3,1,20.0
3,2,0.0
3,3,7.0
3,4,22.0
3,5,31.0
3,6,34.0
3,7,25.0
3,8,10.0
3,9,17.0
3,10,21.0
3,11,46.0
3,12,23.0
3,13,18.0
3,14,11.0
3,15,18.0
3,16,24.0
3,17,5.0
3,18,32.0
3,19,35.0
3,20,35.0
3,21,30.0
3,22,0.0
3,23,13.0
3,24,16.0
3,25,13.0
3,26,29.0
3,27,12.0
3,28,7.0
3,29,17.0
4,0,26.0
4,1,9.0
4,2,3.0
4,3,20.0
4,4,21.0
4,5,36.0
4,6,41.0
4,7,11.0
4,8,16.0
4,9,3.0
4,10,11.0
4,11,31.0
4,12,20.0
4,13,37.0
4,14,35.0
4,15,26.0
4,16,31.0
4,17,26.0
4,18,34.0
4,19,35.0
4,20,33.0
4,21,37.0
4,22,4.0
4,23,1.0
4,24,17.0
4,25,12.0
4,26,25.0
4,27,29.0
4,28,25.0
4,29,33.0
5,0,1.0
5,1,0.0
5,2,12.0
5,3,24.0
5,4,15.0
5,5,33.0
5,6,43.0
5,7,32.0
5,8,25.0
5,9,10.0
5,10,18.0
5,11,34.0
5,12,31.0
5,13,29.0
5,14,45.0
5,15,46.0
5,16,40.0
5,17,33.0
5,18,38.0
5,19,34.0
5,20,32.0
5,21,36.0
5,22,33.0
5,23,32.0
5,24,0.0
5,25,0.0
5,26,18.0
5,27,39.0
5,28,34.0
5,29,29.0
6,0,12.0
6,1,11.0
6,2,3.0
6,3,18.0
6,4,10.0
6,5,28.0
6,6,39.0
6,7,33.0
6,8,33.0
6,9,22.0
6,10,38.0
6,11,20.0
6,12,19.0
6,13,24.0
6,14,28.0
6,15,37.0
6,16,17.0
6,17,34.0
6,18,35.0
6,19,36.0
6,20,35.0
6,21,35.0
6,22,33.0
6,23,2.0
6,24,14.0
6,25,11.0
6,26,45.0
6,27,39.0
6,28,17.0
6,29,9.0
7,0,20.0
7,1,12.0
7,2,20.0
7,3,34.0
7,4,16.0
7,5,7.0
7,6,15.0
7,7,20.0
7,8,21.0
7,9,24.0
7,10,29.0
7,11,21.0
7,12,22.0
7,13,21.0
7,14,20.0
7,15,19.0
7,16,10.0
7,17,33.0
7,18,35.0
7,19,36.0
7,20,36.0
7,21,35.0
7,22,35.0
7,23,15.0
7,24,11.0
7,25,38.0
7,26,42.0
7,27,34.0
7,28,20.0
7,29,21.0
8,0,15.0
8,1,15.0
8,2,25.0
8,3,25.0
8,4,13.0
8,5,11.0
8,6,27.0
8,7,18.0
8,8,10.0
8,9,0.0
8,10,20.0
8,11,15.0
8,12,0.0
8,13,15.0
8,14,21.0
8,15,8.0
8,16,0.0
8,17,0.0
8,18,15.0
8,19,35.0
8,20,32.0
8,21,37.0
8,22,29.0
8,23,18.0
8,24,19.0
8,25,25.0
8,26,50.0
8,27,22.0
8,28,5.0
8,29,10.0
9,0,15.0
9,1,0.0
9,2,18.0
9,3,26.0
9,4,29.0
9,5,18.0
9,6,7.0
9,7,25.0
9,8,28.0
9,9,31.0
9,10,18.0
9,11,25.0
9,12,23.0
9,13,30.0
9,14,27.0
9,15,4.0
9,16,0.0
9,17,5.0
9,18,16.0
9,19,23.0
9,20,34.0
9,21,11.0
9,22,11.0
9,23,17.0
9,24,33.0
9,25,41.0
9,26,30.0
9,27,17.0
9,28,4.0
9,29,0.0
10,0,35.0
10,1,19.0
10,2,20.0
10,3,40.0
10,4,0.0
10,5,12.0
10,6,24.0
10,7,31.0
10,8,26.0
10,9,14.0
10,10,22.0
10,11,12.0
10,12,27.0
10,13,23.0
10,14,20.0
10,15,26.0
10,16,4.0
10,17,7.0
10,18,15.0
10,19,36.0
10,20,34.0
10,21,31.0
10,22,9.0
10,23,0.0
10,24,20.0
10,25,48.0
10,26,44.0
10,27,34.0
10,28,9.0
10,29,26.0
11,0,33.0
11,1,0.0
11,2,36.0
11,3,19.0
11,4,9.0
11,5,0.0
11,6,14.0
11,7,18.0
11,8,18.0
11,9,7.0
11,10,4.0
11,11,10.0
11,12,11.0
11,13,3.0
11,14,21.0
11,15,0.0
11,16,9.0
11,17,24.0
11,18,32.0
11,19,49.0
11,20,39.0
11,21,22.0
11,22,0.0
11,23,0.0
11,24,17.0
11,25,15.0
11,26,35.0
11,27,38.0
11,28,8.0
11,29,39.0
12,0,14.0
12,1,8.0
12,2,14.0
12,3,32.0
12,4,33.0
12,5,15.0
12,6,0.0
12,7,0.0
12,8,8.0
12,9,0.0
12,10,0.0
12,11,12.0
12,12,17.0
12,13,3.0
12,14,6.0
12,15,5.0
12,16,8.0
12,17,29.0
12,18,17.0
12,19,26.0
12,20,17.0
12,21,6.0
12,22,0.0
12,23,8.0
12,24,15.0
12,25,33.0
12,26,16.0
12,27,26.0
12,28,17.0
12,29,29.0
13,0,5.0
13,1,0.0
13,2,19.0
13,3,25.0
13,4,13.0
13,5,36.0
13,6,0.0
13,7,5.0
13,8,9.0
13,9,7.0
13,10,10.0
13,11,4.0
13,12,6.0
13,13,24.0
13,14,19.0
13,15,14.0
13,16,19.0
13,17,17.0
13,18,10.0
13,19,15.0
13,20,29.0
13,21,3.0
13,22,0.0
13,23,13.0
13,24,24.0
13,25,21.0
13,26,19.0
13,27,16.0
13,28,17.0
13,29,19.0
14,0,20.0
14,1,2.0
14,2,0.0
14,3,12.0
14,4,16.0
14,5,32.0
14,6,18.0
14,7,20.0
14,8,18.0
14,9,20.0
14,10,22.0
14,11,4.0
14,12,8.0
14,13,7.0
14,14,8.0
14,15,25.0
14,16,27.0
14,17,26.0
14,18,6.0
14,19,22.0
14,20,38.0
14,21,20.0
14,22,0.0
14,23,10.0
14,24,20.0
14,25,30.0
14,26,15.0
14,27,16.0
14,28,20.0
14,29,23.0
15,0,40.0
15,1,13.0
15,2,0.0
15,3,5.0
15,4,9.0
15,5,30.0
15,6,44.0
15,7,26.0
15,8,31.0
15,9,22.0
15,10,9.0
15,11,7.0
15,12,4.0
15,13,8.0
15,14,8.0
15,15,12.0
15,16,36.0
15,17,45.0
15,18,33.0
15,19,21.0
15,20,26.0
15,21,50.0
15,22,35.0
15,23,0.0
15,24,0.0
15,25,5.0
15,26,29.0
15,27,43.0
15,28,38.0
15,29,21.0
16,0,32.0
16,1,29.0
16,2,9.0
16,3,12.0
16,4,2.0
16,5,41.0
16,6,41.0
16,7,30.0
16,8,27.0
16,9,34.0
16,10,6.0
16,11,8.0
16,12,9.0
16,13,9.0
16,14,11.0
16,15,9.0
16,16,39.0
16,17,48.0
16,18,33.0
16,19,46.0
16,20,38.0
16,21,40.0
16,22,20.0
16,23,10.0
16,24,0.0
16,25,3.0
16,26,23.0
16,27,31.0
16,28,32.0
16,29,34.0
17,0,31.0
17,1,25.0
17,2,29.0
17,3,13.0
17,4,16.0
17,5,47.0
17,6,42.0
17,7,15.0
17,8,0.0
17,9,17.0
17,10,11.0
17,11,4.0
17,12,6.0
17,13,6.0
17,14,8.0
17,15,5.0
17,16,22.0
17,17,23.0
